Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Kealhofer L.","6602327303;","Looking into the gap: Land use and the tropical forests of Southern Thailand",2003,"Asian Perspectives","42","1",,"72","95",,38,,2-s2.0-0043202577
"Kealhofer L., Piperno D.R.","","Opal phytoliths in Southeast Asian flora",1998,"Smithsonian Contributions to Botany","88","88",,"1","39",,50,,2-s2.0-0003373744
"KERSHAW A.P.","7006072247;","A HOLOCENE POLLEN DIAGRAM FROM LYNCH'S CRATER, NORTH‐EASTERN QUEENSLAND, AUSTRALIA",1983,"New Phytologist","94","4",,"669","682",,37,"10.1111/j.1469-8137.1983.tb04875.x",2-s2.0-0021062437
"Kershaw A.P.","7006072247;","Climatic change and aboriginal burning in north-east Australia during the last two glacial/interglacial cycles",1986,"Nature","322","6074",,"47","49",,231,"10.1038/322047a0",2-s2.0-0022856835
"Kershaw A.P., McKenzie G.M., McMinn A.","7006072247;7004966336;7006819913;","A Quaternary vegetation history of northeastern Queensland from pollen analysis of ODP Site 820",1993,"Proc., scientific results, ODP, Leg 133, northeast Australian margin",,,,"107","114",,71,,2-s2.0-0027798174
"Kershaw A.P.","7006072247;","Pleistocene vegetation of the humid tropics of northeastern Queensland, Australia",1994,"Palaeogeography, Palaeoclimatology, Palaeoecology","109","2-4",,"399","412",,152,"10.1016/0031-0182(94)90188-0",2-s2.0-0028560279
"Kershaw A.P., Bretherton S.C., van der Kaars S.","7006072247;49260929500;57191595169;","A complete pollen record of the last 230 ka from Lynch's Crater, north-eastern Australia",2007,"Palaeogeography, Palaeoclimatology, Palaeoecology","251","1",,"23","45",,116,"10.1016/j.palaeo.2007.02.015",2-s2.0-34447097258
"Khan K.","","Catalogue of the Roth collection of Aboriginal artefacts from north Queensland. Volume 1. Items collected from Archer River, Atherton, Bathurst Head, Bloomfield River and Butcher's Hill, 1897–1901",1993,"Tech. Rep. Aust. Mus.","10",,,"1","205",,3,,2-s2.0-84996877701
"Khan K.","","Catalogue of the Roth collection of Aboriginal artefacts from north Queensland. Volume 2. Items collected from Cairns, Cape Bedford, Cape Grafton, Cape Melville, Cardwell, Clump Point, Coen, Cooktown, Dunk Island, False Cape, Flinders Island, Hambledon, Herberton, Hinchinbrook Island, Ingham, Innisfail, Johnstone River, Kuranda, in 1887–1904",1996,"Tech. Rep. Aust. Mus.","12",,,"1","189",,2,,2-s2.0-84996722112
"Khan K.","","Catalogue of the Roth collection of Aboriginal artefacts from North Queensland, volume 4. Items collected from Nassau River, Night Island, Palmer River, Peak Point Electric Telegraph Office, Princess Charlotte Bay, Staaten River, Starcke River, Tinaroo, Tully River, Vanrook and Weip (Embley River), in 1896–1903",2004,"Tech. Rep. Aust. Mus.","18",,,"1","112",,2,,2-s2.0-84996830354
"King F.","","Rainforest Aboriginal Firewood Strategies: Investigating Palaeovegetation and Firewood using Charcoal Analysis in Tropical Rainforest of the Wet Tropics in Northeast Queensland",2015,"Rainforest Aboriginal firewood strategies: Investigating palaeovegetation and firewood using charcoal analysis in tropical rainforest of the wet tropics in north east Queensland",,,,"","",,3,,2-s2.0-84996759959
"Kourampas N., Simpson I.A., Perera H.N., Deraniyagala S.U.","","Late Pleistocene hunter-gatherers in the South Asian rainforest: geoarchaeology of inhabited rockshelters in south-western Sri Lanka",2008,"Antiquity","82","316",,"","",,6,,2-s2.0-80051473854
"Laland K.N., Brown G.R.","7003969474;7406444263;","Niche construction, human behavior, and the adaptive-lag hypothesis",2006,"Evolutionary Anthropology","15","3",,"95","104",,146,"10.1002/evan.20093",2-s2.0-33746166792
"Laland K.N., Kendal J.R., Brown G.R.","7003969474;6506506671;7406444263;","The niche construction perspective : Implications for evolution and human behaviour",2007,"Journal of Evolutionary Psychology","5","1",,"51","66",,37,"10.1556/JEP.2007.1003",2-s2.0-38749129055
"Laland K.N., O'Brien M.J.","7003969474;36128081000;","Niche Construction Theory and Archaeology",2010,"Journal of Archaeological Method and Theory","17","4",,"303","322",,120,"10.1007/s10816-010-9096-6",2-s2.0-78049249344
"McKenzie R.A., Reichmann K.G., Dimmock C.K., Dunster P.J., Twist J.O.","56264380200;7005890091;7004237605;6602655906;6601985326;","The toxicity of Castanospermum australe seeds for cattle.",1988,"Australian veterinary journal","65","6",,"165","167",,11,"10.1111/j.1751-0813.1988.tb14291.x",2-s2.0-0024023588
"Memmott P.","",[No title available],2007,"Gunyah, Goondie and Wurley: The Aboriginal Architecture of Australia",,,,"","",,65,,2-s2.0-68549131407
"Moss P.T., Kershaw A.P.","7103406151;7006072247;","A late Quaternary marine palynological record (oxygen isotope stages 1 to 7) for the humid tropics of northeastern Australia based on ODP Site 820",2007,"Palaeogeography, Palaeoclimatology, Palaeoecology","251","1",,"4","22",,40,"10.1016/j.palaeo.2007.02.014",2-s2.0-34447103202
"Moss P.T., Cosgrove R., Ferrier A., Haberle S.","","Holocene environments of the sclerophyll woodlands of the Wet Tropics of northeastern Australia",2012,"Terra Australis","34",,,"329","341",,13,,2-s2.0-84880625263
"Nanson G.C., Price D.M., Short S.A.","7004130757;7403719577;7102838154;","Wetting and drying of Australia over the past 300 ka",1992,"Geology","20","9",,"791","794",,205,"10.1130/0091-7613(1992)020<0791:WADOAO>2.3.CO;2",2-s2.0-84879883821
"Nix H.A.","","Biogeography: Pattern and process",1991,"Rainforest Animals. Atlas of Vertebrates Endemic to Australia's Wet Tropics",,,,"11","39",,96,,2-s2.0-0001876052
"O'Connell J.F., Allen J.","7202443633;55477883800;","The restaurant at the end of the universe: Modelling the colonisation of sahul",2012,"Australian Archaeology","74",,,"5","17",,108,,2-s2.0-84862598766
"O'Connell J.F., Allen J.","7202443633;55477883800;","The process, biotic impact, and global implications of the human colonization of Sahul about 47,000 years ago",2015,"Journal of Archaeological Science","56",,,"73","84",,77,"10.1016/j.jas.2015.02.020",2-s2.0-84928533513
"O'Connor S.","","Carpenter's Gap Rockshelter 1: 40,000 years of Aboriginal occupation in the Napier Ranges, Kimberley, WA",1995,"Australian Archaeology","40",,,"58","59",,72,,2-s2.0-0001823908
"Pavlides C., Gosden C.","7003621017;7007079958;","35,000-year-old sites in the rainforests of West New Britain, Papua New Guinea",1994,"Antiquity","68","260",,"604","610",,90,"10.1017/S0003598X00047104",2-s2.0-0028551240
"Pedley H.","",[No title available],1992,"Aboriginal Life: In the Rainforest",,,,"","",,7,,2-s2.0-4243119472
"Pedley H.","","Plant Detoxification in the Rainforest: The Processing of Poisonous Plant Foods by the Jirrbal-Girramay People",1993,"Plant Detoxification in the Rainforest: The Processing of Poisonous Plant Foods by the Jirrbal-Girramay People",,,,"","",,5,,2-s2.0-67349248492
"Reeves J.M., Bostock H.C., Ayliffe L.K., Barrows T.T., De Deckker P., Devriendt L.S., Dunbar G.B., Drysdale R.N., Fitzsimmons K.E., Gagan M.K., Griffiths M.L., Haberle S.G., Jansen J.D., Krause C., Lewis S., McGregor H.V., Mooney S.D., Moss P., Nanson G.C., Purcell A., van der Kaars S.","55419240800;12795777100;6603692111;7003410611;7004696761;55565487400;7004396396;7005209053;55889793300;7004000431;23007932500;6701820868;56962780100;55565694500;16039707700;7003370456;7005304304;7103406151;7004130757;7005219882;57191595169;","Palaeoenvironmental change in tropical Australasia over the last 30,000 years - a synthesis by the OZ-INTIMATE group",2013,"Quaternary Science Reviews","74",,,"97","114",,98,"10.1016/j.quascirev.2012.11.027",2-s2.0-84880604299
"Roberts P., Petraglia M.","55066401000;7003671891;","Pleistocene rainforests: barriers or attractive environments for early human foragers?",2015,"World Archaeology","47","5",,"718","739",,30,"10.1080/00438243.2015.1073119",2-s2.0-84945497040
"Roth W.E.","","North Queensland Ethnography",1910,"Records of the Aust Museum","8","1",,"55","66",,4,,2-s2.0-84913598549
"Schneider C., Moritz C.","7401962678;7004440591;","Rainforest refugia and evolution in Australia's Wet Tropics",1999,"Proceedings of the Royal Society B: Biological Sciences","266","1415",,"191","196",,135,"10.1098/rspb.1999.0621",2-s2.0-0033593286
"Smith M.A.","56170625300;","Characterizing late Pleistocene and Holocene stone artefact assemblages from Puritjarra rock shelter: A long sequence from the Australian desert",2006,"Records of the Australian Museum","58","3",,"371","410",,39,"10.3853/j.0067-1975.58.2006.1470",2-s2.0-33846821949
"Smith B.D.","9638406800;","Documenting human niche construction in the archaeological record",2014,"Method and Theory in Paleoethnobotany",,,,"355","370",,10,,2-s2.0-84925407128
"Smith B.D.","9638406800;","Neo-Darwinism, niche construction theory, and the initial domestication of plants and animals",2016,"Evolutionary Ecology","30","2",,"307","324",,28,"10.1007/s10682-015-9797-0",2-s2.0-84962446582
"Stevens J.","","Instruments of a Thousand Uses: A Comparative Study of Edge-Ground Axe Assemblages from Tropical Rainforest Environments in Far North Queensland",2004,"Instruments of a thousand uses: A comparative study of edge-ground axe assemblages from tropical rainforest environments in far north Queensland",,,,"","",,2,,2-s2.0-84996671789
"Summerhayes G.R., Leavesley M., Fairbairn A., Mandui H., Field J., Ford A., Fullagar R.","23991856200;8539967100;9633898000;35109700400;35239626800;36683925300;6602230399;","Human adaptation and plant use in Highland New Guinea 49,000 to 44,000 years ago",2010,"Science","330","6000",,"78","81",,195,"10.1126/science.1193130",2-s2.0-77957349484
"Summerhayes G.R., Field J.H., Shaw B., Gaffney D.","23991856200;35239626800;25930103100;56688250100;","The archaeology of forest exploitation and change in the tropics during the Pleistocene: The case of Northern Sahul (Pleistocene New Guinea)",2017,"Quaternary International","448",,,"14","30",,26,"10.1016/j.quaint.2016.04.023",2-s2.0-84964810296
"Terrell J.E., Hart J.P., Barut S., Cellinese N., Curet A., Denham T., Kusimba C.M., Latinis K., Oka R., Palka J., Pohl M.E.D., Pope K.O., Williams P.R., Haines H., Staller J.E.","","Domesticated landscapes: The subsistence ecology of plant and animal domestication",2003,"Journal of Archaeological Method and Theory","10","4",,"323","368",,107,,2-s2.0-20044394418
"Tuechler A., Ferrier Å., Cosgrove R.","56728580700;35871344200;7003898463;","Transforming the inedible to the edible: An analysis of the nutritional returns from Aboriginal nut processing in Queensland's Wet Tropics",2014,"Australian Archaeology","79",,,"26","33",,4,"10.1080/03122417.2014.11682016",2-s2.0-84937399194
"Turney C.S.M., Hobbs D.","7003984281;7102146856;","ENSO influence on Holocene Aboriginal populations in Queensland, Australia",2006,"Journal of Archaeological Science","33","12",,"1744","1748",,52,"10.1016/j.jas.2006.03.007",2-s2.0-33748755362
"Wroe S., Field J.H., Archer M., Grayson D.K., Price G.J., Louys J., Faith J.T., Webb G.E., Davidson I., Mooney S.D.","35726136500;35239626800;7102488403;7103137946;8638312300;15136337000;14626138500;7201584380;7103402975;7005304304;","Climate change frames debate over the extinction of megafauna in Sahul (Pleistocene australia-new guinea)",2013,"Proceedings of the National Academy of Sciences of the United States of America","110","22",,"8777","8781",,71,"10.1073/pnas.1302698110",2-s2.0-84878427052
