Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Byrne F., Proffitt T., Arroyo A., de la Torre I.","56816623100;55356895900;55356918200;6602367706;","A comparative analysis of bipolar and freehand experimental knapping products from Olduvai Gorge, Tanzania",2016,"Quaternary International","424",,,"58","68",,17,"10.1016/j.quaint.2015.08.018",2-s2.0-84940772782
"Cardillo M.","57212772096;","Some applications of geometric morphometrics to archaeology",2010,"Lecture Notes in Earth Sciences","124",,,"325","341",,35,"10.1007/978-3-540-95853-6_15",2-s2.0-85030431181
"Charlin J., González-José R.","26658892500;6602423911;","Size and shape variation in late Holocene projectile points of southern Patagonia: A geometric morphometry study",2012,"American Antiquity","77","2",,"221","242",,40,"10.7183/0002-7316.77.2.221",2-s2.0-84876075665
"Collyer M.L., Adams D.C.","57074630100;7404054540;","Analysis of two-state multivariate phenotypic change in ecological studies",2007,"Ecology","88","3",,"683","692",,124,"10.1890/06-0727",2-s2.0-33847004334
"Collyer M.L., Adams D.C.","57074630100;7404054540;","Phenotypic trajectory analysis: Comparison of shape change patterns in evolution and ecology",2013,"Hystrix","24","1",,"","",,62,"10.4404/hystrix-24.1-6298",2-s2.0-84877591004
"Collyer M.L., Sekora D.J., Adams D.C.","57074630100;56394605800;7404054540;","A method for analysis of phenotypic change for phenotypes described by high-dimensional data",2015,"Heredity","115","4",,"357","365",,128,"10.1038/hdy.2014.75",2-s2.0-84924570789
"Corti M.","56232198800;","Geometric morphometrics: An extension of the revolution",1993,"Trends in Ecology and Evolution","8","8",,"302","303",,41,"10.1016/0169-5347(93)90261-M",2-s2.0-0000196102
"Costin C.L.","","Craft specialization: Issues in defining, documenting, and explaining the organization of production",1991,"Archaeological Method and Theory","3",,,"1","56",,534,,2-s2.0-0001786936
"Costin C.L.","25030166400;","Craft production systems",2007,"Archaeology at the Millennium: A Sourcebook",,,,"273","327",,136,"10.1007/978-0-387-72611-3_8",2-s2.0-84885698637
"Costin C.L.","","Craft production",2005,"Handbook of Archaeological Methods",,,,"1034","1107",,58,,2-s2.0-43849089905
"Costin C.L., Hagstrum M.B.","25030166400;14419829100;","Standardization, Labor Investment, Skill, and the Organization of Ceramic Production in Late Prehispanic Highland Peru",1995,"American Antiquity","60","4",,"597","618",,125,"10.2307/282046",2-s2.0-85057773891
"Denton J.T.","",[No title available],1983,,,,,"","",,1,,2-s2.0-85054724980
"Eerkens J.W., Bettinger R.L.","6701660369;7003807566;","Techniques for assessing standardization in artifact assemblages: Can we scale material variability?",2001,"American Antiquity","66","3",,"493","504",,105,"10.2307/2694247",2-s2.0-0141588338
"Fox A.N.","57203649175;","A study of Late Woodland projectile point typology in New York using elliptical Fourier outline analysis",2015,"Journal of Archaeological Science: Reports","4",,,"501","509",,7,"10.1016/j.jasrep.2015.10.022",2-s2.0-84944727062
"Gadus E., Fields R., Kibler K.","",[No title available],2006,,,,,"","",,1,,2-s2.0-85054768534
"Gero J., Mazzullo J.","21233708700;6701408345;","Analysis of artifact shape using fourier series in closed form",1984,"Journal of Field Archaeology","11","3",,"315","322",,32,"10.1179/009346984791535467",2-s2.0-84974919616
"Gingerich J.A.M., Sholts S.B., Wärmländer S.K.T.S., Stanford D.","35725315600;36160611700;6506757327;7007023049;","Fluted point manufacture in eastern North America: An assessment of form and technology using traditional metrics and 3D digital morphometrics",2014,"World Archaeology","46","1",,"101","122",,18,"10.1080/00438243.2014.892437",2-s2.0-84899479215
"Goodall C.","","Procrustes methods in the statistical analysis of shape",1991,"J. R. Statist. Soc. B","53","2",,"285","339",,1198,,2-s2.0-0000142472
"Gower J.C.","26643448300;","Generalized procrustes analysis",1975,"Psychometrika","40","1",,"33","51",,1617,"10.1007/BF02291478",2-s2.0-0001886818
"Gunz P., Harvati K.","6506472733;57203032637;","The Neanderthal ""chignon"": Variation, integration, and homology",2007,"Journal of Human Evolution","52","3",,"262","274",,105,"10.1016/j.jhevol.2006.08.010",2-s2.0-33846913250
"Ioviţǎ R.","6506567945;","Ontogenetic scaling and lithic systematics: method and application",2009,"Journal of Archaeological Science","36","7",,"1447","1457",,36,"10.1016/j.jas.2009.02.008",2-s2.0-67349226101
"Ioviţǎ R.","6506567945;","Comparing stone tool resharpening trajectories with the aid of elliptical fourier analysis",2010,"New Perspectives on Old Stones: Analytical Approaches to Paleolithic Technologies",,,,"235","253",,42,"10.1007/978-1-4419-6861-6_10",2-s2.0-84892114029
"Iovita R.","6506567945;","Shape variation in aterian tanged tools and the origins of projectile technology: A morphometric perspective on stone tool function",2011,"PLoS ONE","6","12", e29029,"","",,66,"10.1371/journal.pone.0029029",2-s2.0-84455192786
"Iovita R., McPherron S.P.","6506567945;6506777264;","The handaxe reloaded: A morphometric reassessment of Acheulian and Middle Paleolithic handaxes",2011,"Journal of Human Evolution","61","1",,"61","74",,70,"10.1016/j.jhevol.2011.02.007",2-s2.0-79956090095
"Jolliffe I.T.","",[No title available],1986,"Principal Component Analysis",,,,"","",,21233,,2-s2.0-0003946510
"Kendall D.G.","","The statistics of shape",1981,"Interpreting Multivariate Data",,,,"75","80",,45,,2-s2.0-0002761615
"Kendall D.G.","23064672000;","Shape manifolds, procrustean metrics, and complex projective spaces",1984,"Bulletin of the London Mathematical Society","16","2",,"81","121",,821,"10.1112/blms/16.2.81",2-s2.0-0002432238
"Kenoyer J.M., Vidale M., Bhan K.K.","6602763327;12808981200;6506664884;","Contemporary stone beadmaking in Khambhat, India: Patterns of craft specialization and organization of production as reflected in the archaeological record",1991,"World Archaeology","23","1",,"44","63",,56,"10.1080/00438243.1991.9980158",2-s2.0-84935503619
"Klingenberg C.P.","7004588456;","Visualizations in geometric morphometrics: How to read and how to make graphs showing shape changes",2013,"Hystrix","24","1",,"","",,129,"10.4404/hystrix-24.1-7691",2-s2.0-84877812046
"Klingenberg C.P., Mcintyre G.S.","7004588456;35986368100;","Geometric morphometrics of developmental instability: Analyzing patterns of fluctuating asymmetry with procrustes methods",1998,"Evolution","52","5",,"1363","1375",,528,,2-s2.0-0031731745
"Klingenberg C.P., Barluenga M., Meyer A.","","Shape analysis of symmetric structures: Quantifying variation among individuals and asymmetry",2002,"Evolution","55",,,"","",,2,,2-s2.0-85054752500
"Lycett S.J.","","Quantifying transitions: morphometric approaches to Palaeolithic variability and technological change",2009,"Sourcebook of Palaeolithic Transitions: Methods, Theories, and Interpretations",,,,"79","92",,24,,2-s2.0-77649190779
"Mardia K.V., Bookstein F.L., Moreton I.J.","7004094586;7004606384;8245052500;","Statistical assessment of bilateral symmetry of shapes",2000,"Biometrika","87","2",,"285","300",,237,"10.1093/biomet/87.2.285",2-s2.0-0001059927
"McClurkan B.","",[No title available],1968,,,,,"","",,1,,2-s2.0-85054765410
"Mitteroecker P., Gunz P.","6507135382;6506472733;","Advances in Geometric morphometrics",2009,"Evolutionary Biology","36","2",,"235","247",,573,"10.1007/s11692-009-9055-x",2-s2.0-69449097227
"Moore C.B.","","Some aboriginal sites on red river",1912,"Journal of the Academy of Natural Sciences of Philadelphia","14","4",,"481","644",,26,,2-s2.0-1542599226
"Newell H.P., Krieger A.D.","",[No title available],1949,"The George C. Davis Site, Cherokee County, Texas",,,,"","",,18,,2-s2.0-0040630879
"Quigg M., Matchen P., Ricklis R., Gray S., Frederick C., Barrett J.","",[No title available],2014,,,,,"","",,1,,2-s2.0-85054707672
[No author name available],[No author id available],[No title available],2017,,,,,"","",,1,,2-s2.0-85054721306
"Ragan K., Buchanan B.","57200406698;11241802300;","Assessing Collector Bias: A Geometric Morphometric Analysis of a Collection of Isolated Clovis Points from the Midcontinent",2018,"Midcontinental Journal of Archaeology","43","2",,"91","111",,2,"10.1080/01461109.2018.1426430",2-s2.0-85041211608
"Rezek Z., Lin S., Iovita R., Dibble H.L.","26647716500;55579447400;6506567945;6508048550;","The relative effects of core surface morphology on flake shape and other attributes",2011,"Journal of Archaeological Science","38","6",,"1346","1359",,43,"10.1016/j.jas.2011.01.014",2-s2.0-79954632125
"Rice P.M.","","Specialization, standardization and diversity: A retrospective",1991,"The Ceramic Legacy of Anna O. Shepard",,,,"257","279",,87,,2-s2.0-0002341890
"Rohlf F.J.","7003281107;","Shape statistics: Procrustes superimpositions and tangent spaces",1999,"Journal of Classification","16","2",,"197","223",,537,"10.1007/s003579900054",2-s2.0-0033235691
"Rohlf F.J., Corti M.","7003281107;56232198800;","Use of two-block partial least-squares to study covariation in shape",2000,"Systematic Biology","49","4",,"740","753",,459,"10.1080/106351500750049806",2-s2.0-0034351393
"Rohlf F.J., Slice D.","7003281107;6603334019;","Extensions of the procrustes method for the optimal superimposition of landmarks",1990,"Systematic Zoology","39","1",,"40","59",,2389,"10.2307/2992207",2-s2.0-84860428591
"Selden R.Z., Jr","","A preliminary study of Smithport plain bottle morphology in the Southern Caddo Area",2018,"Bull. Tex. Archeol. Soc.","89",,,"63","89",,2,,2-s2.0-85053908164
"Selden R.Z., Jr.","55352809700;","Ceramic morphological organisation in the Southern Caddo Area: The Clarence H. Webb collections",2019,"Journal of Cultural Heritage","35",,,"41","55",,2,"10.1016/j.culher.2018.07.002",2-s2.0-85050128636
"Shafer H.J.","",[No title available],1973,"Lithic Technology at the George C. Davis Site, Cherokee County, Texas",,,,"","",,10,,2-s2.0-0345835984
"Shafer H.J.","",[No title available],2006,,,,,"","",,1,,2-s2.0-85054727995
"Sherratt E., Gower D.J., Klingenberg C.P., Wilkinson M.","56215954900;7007099067;7004588456;7401696089;","Evolution of Cranial Shape in Caecilians (Amphibia: Gymnophiona)",2014,"Evolutionary Biology","41","4",,"528","545",,48,"10.1007/s11692-014-9287-2",2-s2.0-84939894501
"Sholts S.B., Stanford D.J., Flores L.M., Wärmländer S.K.T.S.","36160611700;7007023049;36652593800;6506757327;","Flake scar patterns of Clovis points analyzed with a new digital morphometrics approach: Evidence for direct transmission of technological knowledge across early North America",2012,"Journal of Archaeological Science","39","9",,"3018","3026",,43,"10.1016/j.jas.2012.04.049",2-s2.0-84862121378
"Shott M.","","The reduction thesis and its discontents: overview of the volume",2005,"BAR International Series","1408",,,"109","125",,39,,2-s2.0-61749101731
"Sinopoli C.M.","6506456493;","The Organization of Craft Production at Vijayanagara, South India",1988,"American Anthropologist","90","3",,"580","597",,88,"10.1525/aa.1988.90.3.02a00040",2-s2.0-84982075194
"Slice D.E.","6603334019;","Landmark coordinates aligned by procrustes analysis do not lie in Kendall's shape space",2001,"Systematic Biology","50","1",,"141","149",,158,"10.1080/10635150119110",2-s2.0-0035527386
"Smith H.L.","","A behavioral analysis of Clovis point morphology using geometric morphometrics. Masters Thesis, Texas A&M University",2010,"A Behavioral Analysis of Clovis Point Morphology Using Geometric Morphometrics",,,,"","",,10,,2-s2.0-84867917322
"Smith H.L., DeWitt T.J.","55805377100;7005129580;","The northern fluted point complex: technological and morphological evidence of adaptation and risk in the late Pleistocene-early Holocene Arctic",2017,"Archaeological and Anthropological Sciences","9","8",,"1799","1823",,7,"10.1007/s12520-016-0335-y",2-s2.0-85036589885
"Smith H.L., Smallwood A.M., Dewitt T.J.","55805377100;36085157600;7005129580;","Defining the normative range of Clovis fluted point shape using geographic models of geometric morphometric variation",2014,"Clovis: On the Edge of a New Understanding",,,,"161","180",,19,,2-s2.0-84937131457
"Thulman D.K.","33768076600;","Discriminating Paleoindian point types from Florida using landmark geometric morphometrics",2012,"Journal of Archaeological Science","39","5",,"1599","1607",,67,"10.1016/j.jas.2012.01.004",2-s2.0-84857117297
"Turner E.S., Hester T.R., McReynolds R.L.","",[No title available],2011,"Stone Artifacts of Texas Indians",,,,"","",,13,,2-s2.0-84866344727
"Webb C.H., McKinney R.R.","","Mounds plantation (16cd12), caddo parish, louisiana",1975,"Louisiana Archaeology","2",,,"39","127",,15,,2-s2.0-4344562459
"Webb C.H., Dodd J.M.","",[No title available],1939,,,,,"92","126",,1,,2-s2.0-85054718028
"Webb W.S., DeJarnette D.L.","",[No title available],1942,,,,,"","",,1,,2-s2.0-85054724922
"Wilczek J., Monna F., Gabillot M., Navarro N., Rusch L., Chateau C.","56272838100;7003488151;36902120100;8335515700;56717376600;23484256000;","Unsupervised model-based clustering for typological classification of Middle Bronze Age flanged axes",2015,"Journal of Archaeological Science: Reports","3",,,"381","391",,5,"10.1016/j.jasrep.2015.06.030",2-s2.0-84936875682
"Wold H.","","Estimation of principal components and related models by iterative least squares",1966,"Multivariate Analysis",,,,"391","420",,947,,2-s2.0-0001098205
"Zelditch M., Swiderski D., Sheets H., Fink W.","6701615282;35493322600;55663863700;7005590403;","Geometric Morphometrics for Biologists",2004,"Geometric Morphometrics for Biologists",,,,"1","443",,1395,"10.1016/B978-0-12-778460-1.X5000-5",2-s2.0-84902728366
