Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Di Peso C.C.","",[No title available],1974,"CasasGrandes: AFallen Trading Center of TheGran Chichimeca","1-3",,,"","",,1,,2-s2.0-85043244540
"Di Peso C.C., Rinaldo J.B., Fenner G.J.","",[No title available],1974,"CasasGrandes: AFallen Trading Center of TheGran Chichimeca","4-7",,,"","",,1,,2-s2.0-85043272078
"Gamboa E.","","Casas grandes culture",2002,"Talking Birds, Plumed Serpents and Painted Women: Ceramics of Casas Grandes",,,,"41","43",,5,,2-s2.0-70449858897
"Hendrickson M.J.","",[No title available],2003,"Design Analysis OfChihuahuan Polychrome Jars from North American Museum Collections",,,,"","",,6,,2-s2.0-84887936458
"Kelley J.H., Searcy M.T.","14522617300;57028115500;","Beginnings: The viejo period",2015,"Ancient Paquime and the Casas Grandes World",,,,"17","40",,10,,2-s2.0-84952321503
"Kendall D.G., Kendall W.S.","","Alignments in two-dimensional random sets of points",1980,"Advances in Applied Probability","12","2",,"380","424",,60,,2-s2.0-0011457110
"Burd-Larkin K., Kelley J.H., Hendrickson M.J.","","Ceramics as Temporal and Spatial Indicators in Chihuahua Culture",2004,"Surveying the Archaeology of Northwest Mexico",,,,"177","204",,9,,2-s2.0-79956517711
"Lekson S.H.","","Salado Archaeology of the Upper Gila, New Mexico",1990,"Mimbres Archaeology of the Upper Gila, New Mexico",,,,"","",,36,,2-s2.0-0011771684
"Mathiowetz M.","",[No title available],2011,"The Diurnal Path of the Sun: Ideology and Interregional Interaction in Ancient Northwest Mesoamerica and the American Southwest",,,,"","",,24,,2-s2.0-84924105585
"Miloglav I.","","AModel of ceramic production, specialization and standardization of ceramic assemblages on the basis of two sites of the vučedol culture in eastern Croatia",2013,"Anthropologie","51",,,"195","211",,2,,2-s2.0-85043235708
"Perez S.I., Bernal V., Gonzalez P.N.","13808174600;55930645900;55799217100;","Differences between sliding semi-landmark methods in geometric morphometrics, with an application to human craniofacial and dental variation",2006,"Journal of Anatomy","208","6",,"769","784",,244,"10.1111/j.1469-7580.2006.00576.x",2-s2.0-33744472832
"Phillips D.A., Jr., VanPool C.S.","","Seeking the individual in casas grandes pottery: A progress report",2009,"Pottery Southwest","28","3",,"10","16",,3,,2-s2.0-85019022492
"Rakita G.F.M.","",[No title available],2009,"Ancestors and Elites: Emergent Complexity and Ritual Practices in the Casas Grandes Polity",,,,"","",,28,,2-s2.0-67349147977
"Rakita G.F.M., Cruz R.","57028494300;57027142100;","Organization of production at paquimé",2015,"Ancient Paquime and the Casas Grandes World",,,,"58","82",,10,,2-s2.0-84952328908
"Rakita G.F.M., Raymond G.R.","57028494300;57203460554;","The Temporal Sensitivity of Casas Grandes Polychrome Ceramics",2003,"KIVA","68","3",,"153","184",,6,"10.1080/00231940.2003.11758474",2-s2.0-79956501395
"Riley C.L.","","The Frontier People: The Greater Southwest in the Protohistoric Period",1987,"The Frontier People: The Greater Southwest in the Protohistoric Period",,,,"","",,72,,2-s2.0-0042280137
"Riley C.L.","",[No title available],2005,"Becoming Aztlan: Mesoamerican Influence in the Greater Southwest, A.D. 1200-1500",,,,"","",,37,,2-s2.0-34147155179
"Robb J.E.","7102860800;","The archaeology of symbols",1998,"Annual Review of Anthropology","27",,,"329","346",,77,"10.1146/annurev.anthro.27.1.329",2-s2.0-0011714823
"Roux V.","25948831300;","Ceramic standardization and intensity of production: Quantifying degrees of specialization",2003,"American Antiquity","68","4",,"768","782",,70,"10.2307/3557072",2-s2.0-28244464346
"Sayles E.B.","",[No title available],1936,"Some Southwestern Pottery Types, Series","5",,,"","",,1,,2-s2.0-85043232226
"Searcy M.T.","",[No title available],2010,"Symbols and Sociopolitical Organization: Mesoamerican Iconography in the U.S. Southwest/Northwest Mexico",,,,"","",,8,,2-s2.0-84930258603
"Shepard A.O.","",[No title available],1956,"Ceramics for the Archaeologist",,,,"","",,556,,2-s2.0-0004031453
"Skibo J.M., McCluney E.B., Walker W.H.","",[No title available],2002,"The Joyce Well Site: On the Frontier of the Casas Grandes World",,,,"","",,19,,2-s2.0-60950218388
"Sprehn M.S.","",[No title available],2003,"Social Complexity and the Specialist Potters of Casas Grandes in Northern Mexico",,,,"","",,9,,2-s2.0-74349100628
"Swanson S.","35178683200;","Documenting prehistoric communication networks: A case study in the Paquimé polity",2003,"American Antiquity","68","4",,"753","767",,34,"10.2307/3557071",2-s2.0-28244494070
"VanPool C.S.","",[No title available],2003,"The Symbolism of Casas Grandes",,,,"","",,9,,2-s2.0-33847248752
"VanPool C.S., Rakita M.G.F., Cruz Antillón R., Leonard R.D.","","Field guide to the ceramic types of the casas grandes region",2008,"Touching the Past: Ritual, Religion, and Trade of Casas Grandes",,,,"59","67",,1,,2-s2.0-85043240717
"VanPool C.S., VanPool T.L.","","Dichotomy and Duality: The Structure of Casas Grandes Art",2002,"Talking Birds, Plumed Serpents and Painted Women: Ceramics of Casas Grandes",,,,"71","75",,7,,2-s2.0-33847325055
"VanPool C.S., VanPool T.L.","",[No title available],2007,"Signs of the Casas Grandes Shamans",,,,"","",,38,,2-s2.0-67349152437
"VanPool C.S., VanPool T.L., Downs L.W.","14326369100;14055200600;57194175739;","DRESSING the PERSON: CLOTHING and IDENTITY in the CASAS GRANDES WORLD",2017,"American Antiquity","82","2",,"262","287",,4,"10.1017/aaq.2017.4",2-s2.0-85019031381
"VanPool T.L., Kircher K.W., VanPool C.S., Rakita G.F.M.","14055200600;57193844543;14326369100;57028494300;","Social Interaction, Social Status, and the Organization of Medio Period Craft Production as Evidenced in Ground Stone Artifacts from 76 Draw",2017,"Lithic Technology","42","2-3",,"77","89",,2,"10.1080/01977261.2017.1305483",2-s2.0-85017101617
"VanPool T.L., Leonard R.D.","14055200600;8899806800;","Specialized ground stone production in the Casas Grandes region of Northern Chihuahua, Mexico",2002,"American Antiquity","67","4",,"710","730",,28,"10.2307/1593800",2-s2.0-2442646957
"Vanpool T.L., Leonard R.D.","14055200600;8899806800;","Quantitative Analysis in Archaeology",2011,"Quantitative Analysis in Archaeology",,,,"","",350,26,"10.1002/9781444390155",2-s2.0-84875273070
"VanPool T.L., Oswald C.M., Christy J.A., Ferguson J.R., Rakita G.F.M., VanPool C.S.","","Provenance Studies of Obsidian at 76 Draw",2013,"Advances in Jornada Mogollon Archaeology: Proceedings from the 17th Jornada Mogollon Conference",,,,"163","184",,7,,2-s2.0-85008964336
"VanPool T.L., Vanpool C.S.","14055200600;14326369100;","Animating architecture and the assembly of an elite city: Birth and dedication of nonhuman persons at Paquime, Chihuahua, Mexico",2016,"Journal of Anthropological Research","72","3",,"311","336",,3,"10.1086/687962",2-s2.0-84990841772
"Webster M., Sheets H.D.","","A practical introduction to landmark-based geometric morphometrics",2010,"The Paleontological Society Papers","16",,,"163","188",,163,,2-s2.0-79952389558
"Whalen M.E., Minnis P.E.","7007052439;14325351900;","The Casas Grandes regional system: A late prehistoric polity of Northwestern Mexico",2001,"Journal of World Prehistory","15","3",,"313","364",,7,"10.1023/A:1013187605760",2-s2.0-0035696122
"Whalen M.E., Minnis P.E.","",[No title available],2009,"The Neighbors of Casas Grandes: Excavating Medio Period Communities of Northwest Chihuahua, Mexico",,,,"","",,35,,2-s2.0-84879311476
"Whalen M.E., Minnis P.E.","7007052439;14325351900;","Ceramics and polity in the casas grandes area, Chihuahua, Mexico",2012,"American Antiquity","77","3",,"403","423",,12,"10.7183/0002-7316.77.3.403",2-s2.0-84887918079
"Whalen M.E., Pitezel T.","7007052439;36452620800;","Settlement patterns of the casas grandes area",2015,"Ancient Paquime and the Casas Grandes World",,,,"103","125",,10,,2-s2.0-84952330590
"Wilczek J., Monna F., Barral P., Burlet L., Chateau C., Navarro N.","56272838100;7003488151;6701571832;56271876900;23484256000;8335515700;","Morphometrics of Second Iron Age ceramics - strengths, weaknesses, and comparison with traditional typology",2014,"Journal of Archaeological Science","50","1",,"39","50",,11,"10.1016/j.jas.2014.05.033",2-s2.0-84904340280
"Woosley A.I., Olinger B.","","The Gasas Grandes ceramic tradition: Production and interregional exchange of ramos polychrome",1993,"Culture and Contact: Charles Di Peso's Grande Chichimeca",,,,"105","132",,18,,2-s2.0-0002091717
"Zelditch M.L., Swiderski D.L., Sheets H.D., Fink W.L.","",[No title available],2004,"Geometric Morphometrics for Biologists: A Primer",,,,"","",,685,,2-s2.0-85013705089
