Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Claude J.","","Morphometrics with R",2008,"Morphometrics with R",,,,"","",,263,,2-s2.0-67349169356
"Conard N., Shmid V., Zeidi-Kulehparcheh M., Porraz G.","","Bifacial technology at Sibudu and its implications for our understanding of the Still Bay",2013,"3rd Annual Meeting of the European Society for the Study of Human Evolution, Vienna",,,,"19","21",,3,,2-s2.0-84969689767
"Conard N.J., Bader G.D., Schmid V.C., Will M.","","Bringing the middle stone age into clearer focus",2014,"Mitteilungen der Gesellschaft für Urgeschichte","23",,,"121","128",,8,,2-s2.0-84946565189
"Conard N.J., Will M.","6603626316;55660382000;","Examining the causes and consequences of short-term behavioral change during the middle stone age at Sibudu, South Africa",2015,"PLoS ONE","10","6", e0130001,"","",,24,"10.1371/journal.pone.0130001",2-s2.0-84939174204
"d'Errico F., Henshilwood C.S.","57215198704;6603544431;","Additional evidence for bone technology in the southern African Middle Stone Age",2007,"Journal of Human Evolution","52","2",,"142","163",,168,"10.1016/j.jhevol.2006.08.003",2-s2.0-33846565509
"d'Errico F., Henshilwood C., Vanhaeren M., van Niekerk K.","57215198704;6603544431;6507932479;55618288400;","Nassarius kraussianus shell beads from Blombos Cave: Evidence for symbolic behaviour in the Middle Stone Age",2005,"Journal of Human Evolution","48","1",,"3","24",,351,"10.1016/j.jhevol.2004.09.002",2-s2.0-12144252422
"Daegling D.J., Jungers W.L.","6603880572;7003589500;","Elliptical fourier analysis of symphyseal shape in great ape mandibles",2000,"Journal of Human Evolution","39","1",,"107","122",,44,"10.1006/jhev.2000.0402",2-s2.0-0033941934
"de Azevedo S., Charlin J., González-José R.","34972634100;26658892500;6602423911;","Identifying design and reduction effects on lithic projectile point shapes",2014,"Journal of Archaeological Science","41",,,"297","307",,26,"10.1016/j.jas.2013.08.013",2-s2.0-84884376430
"Deacon H.J., Deacon J.","",[No title available],1999,"Human Beginnings in South Africa: Uncovering the Secrets of the Stone Age",,,,"","",,269,,2-s2.0-0003501086
"Dibble H.L.","6508048550;","The Interpretation of Middle Paleolithic Scraper Morphology",1987,"American Antiquity","52","1",,"109","117",,227,"10.2307/281062",2-s2.0-85057803535
"Feathers J.","6603752585;","Luminescence dating at Diepkloof Rock Shelter - new dates from single-grain quartz",2015,"Journal of Archaeological Science","63",,,"164","174",,20,"10.1016/j.jas.2015.02.012",2-s2.0-84938765010
"Ferson S., Rohlf F.J., Koehn R.K.","","Measuring shape variation of two-dimensional outlines",1985,"Systematic Zoology","34",,,"59","68",,292,,2-s2.0-0002666024
"Field A.","",[No title available],2005,"Discovering Statistics Using SPSS",,,,"","",,19241,,2-s2.0-30444440069
"Fox J., Weisberg S.","",[No title available],2011,"An R Companion to Applied Regression",,,,"","",,5116,,2-s2.0-77955132153
"Frieß M., Baylac M.","57215457739;6701570331;","Exploring artificial cranial deformation using elliptic fourier analysis of procrustes aligned outlines",2003,"American Journal of Physical Anthropology","122","1",,"11","22",,61,"10.1002/ajpa.10286",2-s2.0-0041418176
"González-José R., Charlin J.","6602423911;26658892500;","Relative Importance of Modularity and Other Morphological Attributes on Different Types of Lithic Point Weapons: Assessing Functional Variations",2012,"PLoS ONE","7","10", e48009,"","",,20,"10.1371/journal.pone.0048009",2-s2.0-84867685134
"Goodwin A.J.H.","","South African archaeology",1953,"Man","53",,,"21","",,2,,2-s2.0-84870478659
"Goodwin A.J.H.","","Formative years of our prehistoric terminology",1958,"South African Archaeological Bulletin","13","49",,"25","33",,15,,2-s2.0-0002192007
"Goodwin A.J.H., Van Riet Lowe C.","","The Stone Age cultures of South Africa",1929,"Annals of the South African Museum","27",,,"1","289",,161,,2-s2.0-0002175563
"Goodyear A.C.","","The Brand Site: A Techno-Functional Study of a Dalton Site in Northeast Arkansas",1974,"Arkansas Archaeological Survey, Research Series","7",,,"","",,16,,2-s2.0-0003255845
"Guérin G., Murray A.S., Jain M., Thomsen K.J., Mercier N.","56238217000;55934934600;8566906200;7201789067;7006333948;","How confident are we in the chronology of the transition between Howieson's Poort and Still Bay?",2013,"Journal of Human Evolution","64","4",,"314","317",,53,"10.1016/j.jhevol.2013.01.006",2-s2.0-84875230424
"Gunz P., Mitteroecker P.","6506472733;6507135382;","Semilandmarks: A method for quantifying curves and surfaces",2013,"Hystrix","24","1",,"","",,291,"10.4404/hystrix-24.1-6292",2-s2.0-84877942851
"Hayden B.","","Stone tool functions in the Western Desert",1977,"Stone Tools As Cultural Markers: Change, Evolution and Complexity",,,,"178","188",,72,,2-s2.0-0002422838
"Heese Christoph H.T.D.","","The evolution of Palaeolithic technique",1933,"Annals of the University of Stellenbosch","11","2",,"1","65",,3,,2-s2.0-79958060273
"Henshilwood C.S.","6603544431;","Late Pleistocene Techno-traditions in Southern Africa: A Review of the Still Bay and Howiesons Poort, c. 75-59 ka",2012,"Journal of World Prehistory","25","3-4",,"205","237",,67,"10.1007/s10963-012-9060-3",2-s2.0-84870519886
"Henshilwood C., Sealy J.","6603544431;6701859033;","Bone artefacts from the middle stone age at Blombos Cave, Southern Cape, South Africa",1997,"Current Anthropology","38","5",,"890","895",,115,"10.1086/204678",2-s2.0-0000307845
"Henshilwood C.S., Dubreuil B.","6603544431;30467509400;","The Still Bay and Howiesons Poort, 77-59 ka: Symbolic material culture and the evolution of the mind during the African Middle Stone Age",2011,"Current Anthropology","52","3",,"361","400",,104,"10.1086/660022",2-s2.0-79958032047
"Henshilwood C.S., D'errico F., Marean C.W., Milo R.G., Yates R.","6603544431;57215198704;6701351179;7004162179;9636451400;","An early bone tool industry from the Middle Stone Age at Blombos Cave, South Africa: Implications for the origins of modern human behaviour, symbolism and language",2001,"Journal of Human Evolution","41","6",,"631","678",,249,"10.1006/jhev.2001.0515",2-s2.0-0035544221
"Henshilwood C.S., Sealy J.C., Yates R., Cruz-Uribe K., Goldberg P., Grine F.E., Klein R.G., Poggenpoel C., Van Niekerk K., Watts I.","6603544431;6701859033;9636451400;6603622396;7102142818;35431800400;7404357977;14623184000;55618288400;7003776874;","Blombos Cave, southern Cape, South Africa: Preliminary report on the 1992-1999 excavations of the middle stone age levels",2001,"Journal of Archaeological Science","28","4",,"421","448",,277,"10.1006/jasc.2000.0638",2-s2.0-0035014581
"Henshilwood C.S., D'Errico F., Yates R., Jacobs Z., Tribolo C., Duller G.A.T., Mercier N., Sealy J.C., Valladas H., Watts I., Wintle A.G.","6603544431;57215198704;9636451400;23392343600;6507847161;7006321448;7006333948;6701859033;7004899709;7003776874;7005930050;","Emergence of modern human behavior: Middle stone age engravings from South Africa",2002,"Science","295","5558",,"1278","1280",,524,"10.1126/science.1067575",2-s2.0-18244371467
"Henshilwood C., D'Errico F., Vanhaeren M., Van Niekerk K., Jacobs Z.","6603544431;57215198704;6507932479;55618288400;23392343600;","Middle Stone Age Shell Beads from South Africa",2004,"Science","304","5669",,"404","",,345,"10.1126/science.1095905",2-s2.0-1942424094
"Hoffman C.M.","","Projectile point maintenance and typology: Assessment with factor analysis and canonical correlation",1985,"For Concordance in Archaeological Analysis: Bridging Data Structure, Quantitative Technique, and Theory",,,,"566","612",,58,,2-s2.0-4243121609
"Högberg A., Larsson L.","26537582400;25952702000;","Lithic technology and behavioural modernity: New results from the Still Bay site, Hollow Rock Shelter, Western Cape Province, South Africa",2011,"Journal of Human Evolution","61","2",,"133","155",,57,"10.1016/j.jhevol.2011.02.006",2-s2.0-79958010184
"Ioviţǎ R.","6506567945;","Ontogenetic scaling and lithic systematics: method and application",2009,"Journal of Archaeological Science","36","7",,"1447","1457",,36,"10.1016/j.jas.2009.02.008",2-s2.0-67349226101
"Ioviţǎ R.","6506567945;","Comparing stone tool resharpening trajectories with the aid of elliptical fourier analysis",2010,"New Perspectives on Old Stones: Analytical Approaches to Paleolithic Technologies",,,,"235","253",,42,"10.1007/978-1-4419-6861-6_10",2-s2.0-84892114029
"Iovita R.","6506567945;","Shape variation in aterian tanged tools and the origins of projectile technology: A morphometric perspective on stone tool function",2011,"PLoS ONE","6","12", e29029,"","",,66,"10.1371/journal.pone.0029029",2-s2.0-84455192786
"Iovita R., McPherron S.P.","6506567945;6506777264;","The handaxe reloaded: A morphometric reassessment of Acheulian and Middle Paleolithic handaxes",2011,"Journal of Human Evolution","61","1",,"61","74",,70,"10.1016/j.jhevol.2011.02.007",2-s2.0-79956090095
"Jacobs Z., Roberts R.G.","23392343600;7404281684;","Catalysts for Stone Age innovations: What might have triggered two short-lived bursts of technological and behavioral innovation in southern Africa during the Middle Stone Age?",2009,"Communicative and Integrative Biology","2","2",,"191","193",,44,"10.4161/cib.7743",2-s2.0-67650641147
"Jacobs Z., Roberts R.G.","23392343600;7404281684;","An improved single grain OSL chronology for the sedimentary deposits from Diepkloof Rockshelter, Western Cape, South Africa",2015,"Journal of Archaeological Science","63",,,"175","192",,49,"10.1016/j.jas.2015.01.023",2-s2.0-84928745962
"Jacobs Z., Duller G.A.T., Wintle A.G., Henshilwood C.S.","23392343600;7006321448;7005930050;6603544431;","Extending the chronology of deposits at Blombos Cave, South Africa, back to 140 ka using optical dating of single and multiple grains of quartz",2006,"Journal of Human Evolution","51","3",,"255","273",,154,"10.1016/j.jhevol.2006.03.007",2-s2.0-33747042809
"Jacobs Z., Roberts R.G., Galbraith R.F., Deacon H.J., Grün R., Mackay A., Mitchell P., Vogelsang R., Wadley L.","23392343600;7404281684;7102411712;24315977100;7005143323;35942229400;7402933573;36942882500;6602838148;","Ages for the Middle Stone Age of southern Africa: Implications for human behavior and dispersal",2008,"Science","322","5902",,"733","735",,365,"10.1126/science.1162219",2-s2.0-55349145250
"Jelinek A.J.","","Form, function, and style in lithic analysis",1976,"Cultural Change and Continuity: Essays in Honor of James Bennett Griffin",,,,"19","33",,90,,2-s2.0-0004788419
"Jelinek A.J.","","The Lower Paleolithic: Current evidence and interpretations",1977,"Annual Review of Anthropology","6",,,"11","32",,35,,2-s2.0-33747612544
"Kleindienst M.R.","","Questions of terminology in regard to the study of stone age industries in Eastern Africa: Cultural stratigraphic units",1967,"Background to Evolution in Africa",,,,"821","859",,18,,2-s2.0-0002534442
"Kuhn S.L.","",[No title available],1995,"Mousterian Lithic Technology: An Ecological Perspective",,,,"","",,450,,2-s2.0-0003845665
"Lestrel P.E., Brown H.D.","6701804260;7401500369;","Fourier analysis of adolescent growth of the cranial vault: a longitudinal study",1976,"Human Biology","48","3",,"517","528",,20,,2-s2.0-0017102557
"Lombard M.","","First impressions of the functions and hafting technology of Still Bay pointed artefacts from Sibudu Cave",2006,"Southern African Humanities","18","1",,"27","41",,53,,2-s2.0-33847355446
"Lombard M., Wadley L., Jacobs Z., Mohapi M., Roberts R.G.","7102873892;6602838148;23392343600;24341958400;7404281684;","Still Bay and serrated points from Umhlatuzana Rock Shelter, Kwazulu-Natal, South Africa",2010,"Journal of Archaeological Science","37","7",,"1773","1784",,60,"10.1016/j.jas.2010.02.015",2-s2.0-77952553243
"Lombard M., Wadley L., Deacon J., Wurz S., Parsons I., Mohapi M., Swart J., Mitchell P.","7102873892;6602838148;7006470164;6506209828;7006557197;24341958400;55351192700;7402933573;","South african and lesotho stone age sequence updated (I)",2012,"South African Archaeological Bulletin","67","195",,"123","144",,128,,2-s2.0-84864297289
"Lycett S.J.","9434693200;","Is the Soanian techno-complex a Mode 1 or Mode 3 phenomenon? A morphometric assessment",2007,"Journal of Archaeological Science","34","9",,"1434","1440",,32,"10.1016/j.jas.2006.11.001",2-s2.0-34447102108
"Lycett S.J., von Cramon-Taubadel N.","9434693200;23471109300;","Acheulean variability and hominin dispersals: a model-bound approach",2008,"Journal of Archaeological Science","35","3",,"553","562",,113,"10.1016/j.jas.2007.05.003",2-s2.0-35848956360
"Lycett S.J., Gowlett J.A.J.","9434693200;6603228354;","On questions surrounding the Acheulean 'tradition'",2008,"World Archaeology","40","3",,"295","315",,127,"10.1080/00438240802260970",2-s2.0-49549109415
"Lycett S.J., von Cramon-Taubadel N., Foley R.A.","9434693200;23471109300;7102887389;","A crossbeam co-ordinate caliper for the morphometric analysis of lithic nuclei: A description, test and empirical examples of application",2006,"Journal of Archaeological Science","33","6",,"847","861",,77,"10.1016/j.jas.2005.10.014",2-s2.0-33645078897
"Mackay A., Stewart B.A., Chase B.M.","35942229400;36132023000;14062947700;","Coalescence and fragmentation in the late Pleistocene archaeology of southernmost Africa",2014,"Journal of Human Evolution","72",,,"26","51",,87,"10.1016/j.jhevol.2014.03.003",2-s2.0-84902334027
"Malan B.D., Goodwin A.J.H.","",[No title available],1938,"The Middle Stone Age of the Cape Peninsula: The Hardy Collection",,,,"","",,3,,2-s2.0-84870524077
"Marchal F.","56970882700;","A new morphometric analysis of the hominid pelvic bone",2000,"Journal of Human Evolution","38","3",,"347","365",,22,"10.1006/jhev.1999.0360",2-s2.0-0034028456
"Marean C.W.","6701351179;","Pinnacle Point Cave 13B (Western Cape Province, South Africa) in context: The Cape Floral kingdom, shellfish, and modern human origins",2010,"Journal of Human Evolution","59","3-4",,"425","443",,176,"10.1016/j.jhevol.2010.07.011",2-s2.0-77957658947
"Marean C.W.","6701351179;","The origins and significance of coastal resource use in Africa and Western Eurasia",2014,"Journal of Human Evolution","77",,,"17","40",,82,"10.1016/j.jhevol.2014.02.025",2-s2.0-84920370992
"Mazel A.D.","","Diamond 1 and Clarke's Shelter: Report on excavations in the northern Drakensberg, Natal, South Africa",1984,"Annals of the Natal Museum","26","1",,"25","70",,21,,2-s2.0-2642597426
"Mellars P.","6603609789;","The Neanderthal legacy: An archaeological perspective from western Europe",1995,"The Neanderthal Legacy: An Archaeological Perspective from Western Europe",,,,"1","471",,293,,2-s2.0-84995468326
"Mellars P.","6603609789;","The impossible coincidence. A single-species model for the origins of modern human behavior in Europe",2005,"Evolutionary Anthropology","14","1",,"12","27",,245,"10.1002/evan.20037",2-s2.0-27744475516
"Mellars P.","6603609789;","Why did modern human populations disperse from Africa ca. 60,000 years ago? A new model",2006,"Proceedings of the National Academy of Sciences of the United States of America","103","25",,"9381","9386",,384,"10.1073/pnas.0510792103",2-s2.0-33745435794
"Mellars P., Gravina B., Ramsey C.B.","6603609789;9248921800;56333730200;","Confirmation of Neanderthal/modern human interstratification at the Chatelperronian type-site",2007,"Proceedings of the National Academy of Sciences of the United States of America","104","9",,"3657","3662",,40,"10.1073/pnas.0608053104",2-s2.0-33847671769
"Mellars P., Gori K.C., Carr M., Soares P.A., Richards M.B.","6603609789;55777490100;14019108200;15061713600;7402054812;","Genetic and archaeological perspectives on the initial modern human colonization of southern Asia",2013,"Proceedings of the National Academy of Sciences of the United States of America","110","26",,"10699","10704",,157,"10.1073/pnas.1306043110",2-s2.0-84879512750
"Mitteroecker P., Gunz P.","6507135382;6506472733;","Advances in Geometric morphometrics",2009,"Evolutionary Biology","36","2",,"235","247",,573,"10.1007/s11692-009-9055-x",2-s2.0-69449097227
