Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Fox A.N.","57203649175;","A study of Late Woodland projectile point typology in New York using elliptical Fourier outline analysis",2015,"Journal of Archaeological Science: Reports","4",,,"501","509",,7,"10.1016/j.jasrep.2015.10.022",2-s2.0-84944727062
"Frison G.C.","","Mammoth hunting and butchering from a perspective of African elephant culling",1986,"The Colby Mammoth Site",,,,"115","134",,14,,2-s2.0-33645802760
"Frison G.C.","",[No title available],1974,"The Casper Site: A Hell Gap Bison Kill on the High Plains",,,,"","",,97,,2-s2.0-0008167666
"Frison G.C., Bradley B.A.","","The Fenn Cache: Clovis Weapons and Tools",1999,"The Fenn Cache: Clovis Weapons and Tools",,,,"","",,68,,2-s2.0-11044238941
"Frison G.C., Stanford D.J.","",[No title available],1982,"The Agate Basin Site: A Record of the Paleoindian Occupation of the Northwestern High Plains",,,,"","",,134,,2-s2.0-0003682299
"Gansell A.R., Tamaru I.K., Jakulin A., Wiggins C.H.","","Predicting regional classification of levatine ivory sculptures: A machine learning approach",2006,"Proc. Computer Applications and Quantitative Methods in Archaeology (CAA'06)",,,,"483","492",,3,,2-s2.0-84979829790
"Gaston K.J., O'Neill M.A.","56582665400;7401813157;","Automated species identification: Why not?",2004,"Philosophical Transactions of the Royal Society B: Biological Sciences","359","1444",,"655","667",,211,"10.1098/rstb.2003.1442",2-s2.0-1942423755
"Gingerich J.A.M.","35725315600;","Down to seeds and stones: A new look at the subsistence remains from Shawnee-Minisink",2011,"American Antiquity","76","1",,"127","144",,47,"10.7183/0002-7316.76.1.127",2-s2.0-79953220102
"Gingerich J.A.M.","35725315600;","Revisiting Shawnee-Minisink",2013,"In the Eastern Fluted Point Tradition",,,,"218","256",,18,,2-s2.0-84886627865
"Gingerich J.A.M., Sholts S.B., Wärmländer S.K.T.S., Stanford D.","35725315600;36160611700;6506757327;7007023049;","Fluted point manufacture in eastern North America: An assessment of form and technology using traditional metrics and 3D digital morphometrics",2014,"World Archaeology","46","1",,"101","122",,18,"10.1080/00438243.2014.892437",2-s2.0-84899479215
"Graham R.W., Vance Haynes C., Johnson D.L., Kay M.","7401483314;23081974900;7406820993;14043758800;","Kimmswick: A clovis-mastodon association in Eastern Missouri",1981,"Science","213","4512",,"1117","1120",,12,,2-s2.0-37049177765
"Gramly R.M.","","The Vail Site: A Paleo-Indian Encampment in Maine",1982,"Bulletin of the Buffalo Society of Natural Sciences","30",,,"","",,36,,2-s2.0-27344451331
"Gramly R.M.","",[No title available],1999,"The Lamb Site: A Pioneering Clovis Encampment",,,,"","",,30,,2-s2.0-34547760018
"Gramly R.M.","",[No title available],2012,"Bifaces of the Cumberland Tradition",,,,"","",,6,,2-s2.0-84945336051
"Halligan J.J., Waters M.R., Perrotti A., Owens I.J., Feinberg J.M., Bourne M.D., Fenerty B., Winsborough B., Carlson D., Fisher D.C., Stafford T.W., Jr., Dunbar J.S.","36677340600;57209811922;57194475541;57194476682;7102605098;55221366300;57190159285;6602814267;8219159700;7403343411;7004919386;12808534200;","Pre-Clovis occupation 14,550 years ago at the Page-Ladson site, Florida, and the peopling of the Americas",2016,"Science Advances","2","5", e1600375,"","",,66,"10.1126/sciadv.1600375",2-s2.0-85020318788
"Hannus L.A.","","The Lange-Ferguson site: A case for mammoth bone butchering tools",1990,"Megafauna and Man: Discovery of America's Heartland","1",,,"86","99",,28,,2-s2.0-0007581267
"Haury E.W.","57190464304;","Artifacts with mammoth remains, Naco, Arizona: I. Discovery of the Naco Mammoth∗ and the associated projectile points",1953,"American Antiquity","19","1",,"1","24",,80,,2-s2.0-85051251597
"Haury E.W., Sayles E.B., Wasley W.W.","57190464304;6504511391;57204875852;","The Lehner Mammoth Site, Southeastern Arizona",1959,"American Antiquity","25","1",,"2","30",,109,"10.2307/276674",2-s2.0-84880262877
"Haynes Jr. C.V.","","Preliminary report on the late Quaternary geology of the San Pedro Valley, Arizona",1968,"Southern Arizona Guidebook III","3",,,"79","96",,15,,2-s2.0-0042033816
"Haynes C.V.","","The Rancholabrean Termination",2006,"Paleoindian Archaeology: A Hemispheric Perspective",,,,"139","163",,12,,2-s2.0-79954634114
"Vance Haynes Jr. C., Boerner J., Domanik K., Lauretta D., Ballenger J., Goreva J.","23081974900;56886540500;6603276457;6701829930;16030337200;6506818997;","The Murray Springs Clovis site, Pleistocene extinction, and the question of extraterrestrial impact",2010,"Proceedings of the National Academy of Sciences of the United States of America","107","9",,"4010","4015",,49,"10.1073/pnas.0908191107",2-s2.0-77749246300
"Haynes C.V., Jr., Warnica J.M.","","Geology, Archaeology and Climate Change in Blackwater Draw, New Mexico: F. Earl Green and the Geoarchaeology of the Clovis Type Site",2012,"Geology, Archaeology and Climate Change in Blackwater Draw, New Mexico: F. Earl Green and the Geoarchaeology of the Clovis Type Site",,,,"","",,8,,2-s2.0-84873837529
"Haynes G.","",[No title available],2002,"The Early Settlement of North America: The Clovis Era",,,,"","",,252,,2-s2.0-0042439353
"Hecht S., Schlaer S., Pirenne M.H.","","Energy, quanta and vision",1942,"J. Opt. Soc. Am.","38",,,"196","208",,25,,2-s2.0-0004036947
"Hester J.J.","",[No title available],1972,"Blackwater Locality No. 1: A Stratified Early Man Site in Eastern New Mexico",,,,"","",,144,,2-s2.0-0004294921
"Holliday V.T.","",[No title available],1997,"Paleoindian Geoarchaeology of the Southern High Plains",,,,"","",,154,,2-s2.0-0003420565
"Holliday V.T.","6603768395;","Vance Haynes and Paleoindian Geoarchaeology and Geochronology of the Great Plains",2000,"Geoarchaeology - An International Journal","15","6",,"511","522",,4,"10.1002/1520-6548(200008)15:6<511::AID-GEA3>3.0.CO;2-3",2-s2.0-0347938656
"Holliday V.T., Haynes C.V., Hofman J.L., Meltzer D.J.","6603768395;7102588971;7103362340;7004705181;","Geoarchaeology and geochronology of the miami (clovis) site, southern high plains of texas",1994,"Quaternary Research","41","2",,"234","244",,59,"10.1006/qres.1994.1025",2-s2.0-0028312958
"Howard C.D.","","The Clovis point: Characteristics and type description",1990,"Plains Anthropologist","35","129",,"255","262",,19,,2-s2.0-0346365038
"Hutchings W.K.","","The Paleoindian Fluted Point: Dart or Spear Armature? The Identification of Paleoindian Delivery Technology Through the Analysis of Lithic Fracture Velocity",1997,"The Paleoindian Fluted Point: Dart or Spear Armature? the Identification of Paleoindian Delivery Technology Through the Analysis of Lithic Fracture Velocity",,,,"","",,26,,2-s2.0-0004411470
"Jackson J.E.","",[No title available],1991,"A User's Guide to Principal Components",,,,"","",,4179,,2-s2.0-0003658046
"Janzen D.H.","7006857631;","Now is the time",2004,"Philosophical Transactions of the Royal Society B: Biological Sciences","359","1444",,"731","732",,116,"10.1098/rstb.2003.1444",2-s2.0-1942487826
"Jolliffe I.T.","",[No title available],1986,"Principal Component Analysis",,,,"","",,21233,,2-s2.0-0003946510
"Joreskog K.G., Klovan J.E., Reyment R.A.","",[No title available],1976,"Geological Factor Analysis",,,,"178","",,313,,2-s2.0-0003807124
"Kay M.","","Microwear analysis of some Clovis and experimental chipped stone tools",1996,"Stone Tools: Theoretical Insights into Human Prehistory",,,,"315","344",,52,,2-s2.0-0003546288
"Kelly R.L., Todd L.C.","57214416068;7005727757;","Coming into the Country: Early Paleoindian Hunting and Mobility",1988,"American Antiquity","53","2",,"231","244",,376,"10.2307/281017",2-s2.0-85019768854
"Kohntopp S.","","The Simon Clovis Cache: One of the Oldest Archaeological Sites in Idaho",2015,,,,,"","",,1,,2-s2.0-85055646529
"Kumar V.A., Elavarasan N.","","A survey on dimensionality reduction technique",2014,"International Journal of Emerging Trends & Technology in Computer Science","3",,,"36","41",,3,,2-s2.0-85055630734
"Lassen R.","",[No title available],2005,"A Comparison of Clovis Caches",,,,"","",,8,,2-s2.0-84941968752
