Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Teaford M.F., Smith M.M., Ferguson M.W.J.","","Enamel microporosity and its functional implications",2000,"Development, Function and Evolution of Teeth",,,,"","",,67,,2-s2.0-0003986051
"Bookstein F.L.","7004606384;","A hundred years of morphometrics",1998,"Acta Zoologica Academiae Scientiarum Hungaricae","44","1-2",,"7","59",,71,,2-s2.0-0032325057
"Elewa A.M.T.","","Morphometrics for Nonmorphometricians. Lecture Notes in Earth Sciences",2010,"Morphometrics for Nonmorphometricians",,,,"","",,35,,2-s2.0-79955381930
"Strauss R.E.","7202966775;","Discriminating groups of organisms",2010,"Lecture Notes in Earth Sciences","124",,,"73","91",,53,"10.1007/978-3-540-95853-6_4",2-s2.0-81155160093
"Zelditch M., Swiderski D., Sheets H.","6701615282;35493322600;55663863700;","Geometric Morphometrics for Biologists",2012,"Geometric Morphometrics for Biologists",,,,"","",478,326,"10.1016/C2010-0-66209-2",2-s2.0-85013710796
"Adams D.C., Rohlf F.J., Slice D.E.","7404054540;7003281107;6603334019;","Geometric morphometrics: Ten years of progress following the ‘revolution’",2004,"Italian Journal of Zoology","71","1",,"5","16",,1199,"10.1080/11250000409356545",2-s2.0-1242321708
"Cooke S.B., Terhune C.E.","36774313900;16403506100;","Form, Function, and Geometric Morphometrics",2015,"Anatomical Record","298","1",,"5","28",,34,"10.1002/ar.23065",2-s2.0-84919723265
"James Rohlf F., Marcus L.F.","24518567800;7005305240;","A revolution morphometrics",1993,"Trends in Ecology and Evolution","8","4",,"129","132",,1263,"10.1016/0169-5347(93)90024-J",2-s2.0-0242462501
"Weber G.W., Bookstein F.L.","","Virtual Anthropology: A Guide to a New Interdisciplinary Field",2011,"Virtual Anthropology: A Guide to A New Interdisciplinary Field",,,,"","",,106,,2-s2.0-79955473584
"Gómez-Robles A., Martinón-Torres M., Bermúdez de Castro J.M., Margvelashvili A., Bastir M., Arsuaga J.L., Pérez-Pérez A., Estebaranz F., Martínez L.M.","19638655200;6505967345;7003670066;19639204400;6603088960;6506247114;7003385730;13004474600;8208322800;","A geometric morphometric analysis of hominin upper first molar shape",2007,"Journal of Human Evolution","53","3",,"272","285",,116,"10.1016/j.jhevol.2007.02.002",2-s2.0-34548239743
"Gómez-Robles A., Martinón-Torres M., Bermúdez de Castro J.M., Prado L., Sarmiento S., Arsuaga J.L.","19638655200;6505967345;7003670066;24176301400;6603503146;6506247114;","Geometric morphometric analysis of the crown morphology of the lower first premolar of hominins, with special attention to Pleistocene Homo",2008,"Journal of Human Evolution","55","4",,"627","638",,92,"10.1016/j.jhevol.2008.03.011",2-s2.0-51349166555
"Liu W., Clarke R., Xing S.","28567979400;57192902027;35195151700;","Geometric morphometric analysis of the early Pleistocene hominin teeth from Jianshi, Hubei Province, China",2010,"Science China Earth Sciences","53","8",,"1141","1152",,10,"10.1007/s11430-010-4013-0",2-s2.0-77955306088
"Martinón-Torres M., Bastir M., Bermúdez de Castro J.M., Gómez A., Sarmiento S., Muela A., Arsuaga J.L.","6505967345;6603088960;7003670066;19638655200;6603503146;16686932500;6506247114;","Hominin lower second premolar morphology: evolutionary inferences through geometric morphometric analysis",2006,"Journal of Human Evolution","50","5",,"523","533",,122,"10.1016/j.jhevol.2005.12.004",2-s2.0-33745948323
"Rizk O.T., Amugongo S.K., Mahaney M.C., Hlusko L.J.","","The quantitative genetic analysis of primate dental variation: History of the approach and prospects for the future",2008,"Technique and Application in Dental Anthropology",,,,"317","348",,18,,2-s2.0-69849083680
"Gómez-Robles A., Polly P.D.","19638655200;9841533000;","Morphological integration in the hominin dentition: Evolutionary, developmental, and functional factors",2012,"Evolution","66","4",,"1024","1043",,57,"10.1111/j.1558-5646.2011.01508.x",2-s2.0-84859441468
"Kenyhercz M.W., Klales A.R., Kenyhercz W.E.","55253657400;55252487000;55930417200;","Molar size and shape in the estimation of biological ancestry: A comparison of relative cusp location using geometric morphometrics and interlandmark distances",2014,"American Journal of Physical Anthropology","153","2",,"269","279",,10,"10.1002/ajpa.22429",2-s2.0-84892580634
"Skinner M.M., Gunz P., Wood B.A., Hublin J.-J.","35724424000;6506472733;7401873883;6602606027;","Enamel-dentine junction (EDJ) morphology distinguishes the lower molars of Australopithecus africanus and Paranthropus robustus",2008,"Journal of Human Evolution","55","6",,"979","988",,74,"10.1016/j.jhevol.2008.08.013",2-s2.0-55949127611
"Skinner M.M., Gunz P.","35724424000;6506472733;","The presence of accessory cusps in chimpanzee lower molars is consistent with a patterning cascade model of development",2010,"Journal of Anatomy","217","3",,"245","253",,33,"10.1111/j.1469-7580.2010.01265.x",2-s2.0-77955366073
"Skinner M.M., Gunz P., Wood B.A., Boesch C., Hublin J.-J.","35724424000;6506472733;7401873883;26642873000;6602606027;","Discrimination of extant Pan species and subspecies using the enamel-dentine junction morphology of lower molars",2009,"American Journal of Physical Anthropology","140","2",,"234","243",,61,"10.1002/ajpa.21057",2-s2.0-70349089351
"Bailey S.E., Benazzi S., Buti L., Hublin J.-J.","7401729489;24068504800;36645632000;6602606027;","Allometry, merism, and tooth shape of the lower second deciduous molar and first permanent molar",2016,"American Journal of Physical Anthropology","159","1",,"93","105",,16,"10.1002/ajpa.22842",2-s2.0-84954394550
"Singleton M., Rosenberger A.L., Robinson C., O'neill R.","15826887700;7006701962;36343849300;35178210200;","Allometric and Metameric Shape Variation in Pan Mandibular Molars: A Digital Morphometric Analysis",2011,"Anatomical Record","294","2",,"322","334",,31,"10.1002/ar.21315",2-s2.0-78651455354
"Fornai C., Benazzi S., Gopher A., Barkai R., Sarig R., Bookstein F.L., Hershkovitz I., Weber G.W.","53866460500;24068504800;6603903307;6603406279;56685214600;7004606384;7004032045;56370482200;","The Qesem Cave hominin material (part 2): A morphometric analysis of dm2-QC2 deciduous lower second molar",2016,"Quaternary International","398",,,"175","189",,17,"10.1016/j.quaint.2015.11.102",2-s2.0-84954289134
"Weber G.W., Fornai C., Gopher A., Barkai R., Sarig R., Hershkovitz I.","","The Qesem cave hominin material (Part 1): A morphometric analysis of the mandibular premolars and molar",2015,"Quaternary International","30","1",,"e16","",,1,,2-s2.0-85037524849
"Skinner M.M., de Vries D., Gunz P., Kupczik K., Klassen R.P., Hublin J.-J., Roksandic M.","35724424000;56639013900;6506472733;15757528400;57147100200;6602606027;23470776200;","A dental perspective on the taxonomic affinity of the Balanica mandible (BH-1)",2016,"Journal of Human Evolution","93",,,"63","81",,15,"10.1016/j.jhevol.2016.01.010",2-s2.0-84959431626
"Crevecoeur I., Skinner M.M., Bailey S.E., Gunz P., Bortoluzzi S., Brooks A.S., Burlet C., Cornelissen E., De Clerck N., Maureille B., Semal P., Vanbrabant Y., Wood B.","15843189200;35724424000;7401729489;6506472733;6601962214;7202568642;37080149100;16434213500;56097053400;6602946587;24598131700;6506125678;7401873883;","First early hominin from Central Africa (Ishango, Democratic Republic of Congo)",2014,"PLoS ONE","9","1", e84652,"","",,14,"10.1371/journal.pone.0084652",2-s2.0-84897556138
"Zanolli C.","35410978200;","Brief communication: Molar crown inner structural organization in javanese homo erectus",2015,"American Journal of Physical Anthropology","156","1",,"148","157",,34,"10.1002/ajpa.22611",2-s2.0-84919459924
"Zanolli C., Grine F.E., Kullmer O., Schrenk F., Macchiarelli R.","35410978200;35431800400;6508188094;6603042411;6701717392;","Brief Communication: The early Pleistocene deciduous hominid molar FS-72 from the Sangiran dome of Java, Indonesia: A taxonomic reappraisal based on its comparative endostructural characterization",2015,"American Journal of Physical Anthropology","157","4",,"666","674",,16,"10.1002/ajpa.22748",2-s2.0-84947044726
"Morita W., Morimoto N., Ohshima H.","54080164100;56921530100;7202879991;","Exploring metameric variation in human molars: a morphological study using morphometric mapping",2016,"Journal of Anatomy","229","3",,"343","355",,8,"10.1111/joa.12482",2-s2.0-84983003949
"Le Cabec A., Gunz P., Kupczik K., Braga J., Hublin J.-J.","55362629800;6506472733;15757528400;7004881640;6602606027;","Anterior tooth root morphology and size in Neanderthals: Taxonomic and functional implications",2013,"Journal of Human Evolution","64","3",,"169","193",,39,"10.1016/j.jhevol.2012.08.011",2-s2.0-84875225022
"Polychronis G., Christou P., Mavragani M., Halazonetis D.J.","55844652700;7006363885;6507257232;7004163207;","Geometric morphometric 3D shape analysis and covariation of human mandibular and maxillary first molars",2013,"American Journal of Physical Anthropology","152","2",,"186","196",,21,"10.1002/ajpa.22340",2-s2.0-84884906770
"Polychronis G., Halazonetis D.J.","55844652700;7004163207;","Shape covariation between the craniofacial complex and first molars in humans",2014,"Journal of Anatomy","225","2",,"220","231",,14,"10.1111/joa.12202",2-s2.0-84904068735
"Al-Shahrani I., Dirks W., Jepson N., Khalaf K.","35723897200;6603888187;17345715400;6603998222;","3D-Geomorphometrics tooth shape analysis in hypodontia",2014,"Frontiers in Physiology","5 APR",, Article 154,"","",,8,"10.3389/fphys.2014.00154",2-s2.0-84901014667
"Fernee C., Robson-Brown K., Dickinson A., Woods C., Zakrzewski S.","","From form to function: Insights into tooth function through the study of variation in tooth root size and shape",2017,"American Journal of Physical Anthropology","162","S",,"149","180",,1,,2-s2.0-85037524009
"Cootes T.F., Taylor C.J., Cooper D.H., Graham J.","55408243900;55463037200;7404355982;55578435700;","Active shape models - their training and application",1995,"Computer Vision and Image Understanding","61","1",,"38","59",,5428,"10.1006/cviu.1995.1004",2-s2.0-0029182228
"Vos F.M., De Bruin P.W., Aubel J.G.M., Streekstra G.J., Maas M., Van Vliet L.J., Vossepoel A.M.","35512975300;7003860002;54781172500;6601978485;7103204541;7005953292;7004243354;","A statistical shape model without using landmarks",2004,"Proceedings - International Conference on Pattern Recognition","3",,,"714","717",,17,"10.1109/ICPR.2004.1334628",2-s2.0-10044225691
"Lamecker H., Lange T., Seebass M.","","A statistical shape model for the liver",2002,"LNCS","2489",,,"421","427",,20,,2-s2.0-5644258066
"Babalola K.O., Cootes T.F., Twining C.J., Petrovic V., Taylor C.","15041796200;55408243900;6701775168;56262773100;55463037200;","3D brain segmentation using active appearance models and local regressors",2008,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","5241 LNCS","PART 1",,"401","408",,23,"10.1007/978-3-540-85988-8_48",2-s2.0-84883848185
"Barratt D.C., Chan C.S.K., Edwards P.J., Penney G.P., Slomczykowski M., Carter T.J., Hawkes D.J.","7005201740;8432986700;7401881894;7006729312;57213016357;34467530500;35464300200;","Instantiation and registration of statistical shape models of the femur and pelvis using 3D ultrasound imaging",2008,"Medical Image Analysis","12","3",,"358","374",,106,"10.1016/j.media.2007.12.006",2-s2.0-43749090230
"Bah M.T., Shi J., Browne M., Suchier Y., Lefebvre F., Young P., King L., Dunlop D.G., Heller M.O.","7004944788;55491836500;7101932476;56527318300;7103151219;7402037996;7403028275;35900399400;55772483500;","Exploring inter-subject anatomic variability using a population of patient-specific femurs and a statistical shape and intensity model",2015,"Medical Engineering and Physics","37","10",,"995","1007",,10,"10.1016/j.medengphy.2015.08.004",2-s2.0-84943456375
"González Ballester M.Á., Pennec X., George Linguraru M., Ayache N.","11639980600;7003505762;35588324900;7006015230;","Generalized image models and their application as statistical models of images",2004,"Medical Image Analysis","8","3",,"361","369",,7,"10.1016/j.media.2004.06.012",2-s2.0-4444314014
"Belenguer Querol L., Büchler P., Rueckert D., Nolte L.P., González Ballester M.A.","55853323300;7004393267;7004895812;35553907300;11639980600;","Statistical finite element model for bone shape and biomechanical properties.",2006,"Medical image computing and computer-assisted intervention : MICCAI ... International Conference on Medical Image Computing and Computer-Assisted Intervention","9","Pt 1",,"405","411",,5,,2-s2.0-79551686674
"Bryan R., Surya Mohan P., Hopkins A., Galloway F., Taylor M., Nair P.B.","57202779669;23471023400;26531279800;36025154300;24303818200;57203081970;","Statistical modelling of the whole human femur incorporating geometric and material properties",2010,"Medical Engineering and Physics","32","1",,"57","65",,82,"10.1016/j.medengphy.2009.10.008",2-s2.0-72449144548
"Butler P.M.","",[No title available],1939,"Statistical Modelling of The Whole Human Feeedings of The Zoological Society of London",,,,"","",,1,,2-s2.0-85037543754
"Dahlberg A.A.","","The changing dentition of man",1945,"J Am Dent Assoc","32",,,"676","690",,240,,2-s2.0-0001694289
"Molnar S.","7102411493;","Human tooth wear, tooth function and cultural variability",1971,"American Journal of Physical Anthropology","34","2",,"175","189",,420,"10.1002/ajpa.1330340204",2-s2.0-0015025495
"Davies R.H., Cootes T.F., Taylor C.J.","7404393478;55408243900;55463037200;","A minimum description length approach to statistical shape modelling",2001,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","2082",,,"50","63",,34,,2-s2.0-84937409618
"Cootes T.F., Taylor C.J.","","Statistical models of appearance for computer vision",2001,"Statistical Models of Appearance for Computer Vision",,,,"","",,679,,2-s2.0-0003417748
"Gower J.C.","26643448300;","Generalized procrustes analysis",1975,"Psychometrika","40","1",,"33","51",,1617,"10.1007/BF02291478",2-s2.0-0001886818
"Moshfeghi M., Ranganath S., Nawyn K.","6701804032;7004429365;6503967272;","Three-Dimensional Elastic Matching of Volumes",1994,"IEEE Transactions on Image Processing","3","2",,"128","138",,44,"10.1109/83.277895",2-s2.0-0028397134
"Vollmer J., Mencl R., Müller H.","57213208533;6504044324;24399288400;","Improved laplacian smoothing of noisy surface meshes",1999,"Computer Graphics Forum","18","3",,"131","138",,295,,2-s2.0-0032681517
"Bryan R.","",[No title available],2010,"Large Scale, Multi Femur Computational Stress Analysis Using A Statistical Shape and Intensity Model",,,,"","",,2,,2-s2.0-85037535888
"Jolliffe I.T.","",[No title available],1986,"Principal Component Analysis",,,,"","",,21233,,2-s2.0-0003946510
"Arambawatta K., Peiris R., Nanayakkara D.","35755181300;18133877500;9242776600;","Morphology of the cemento-enamel junction in premolar teeth.",2009,"Journal of oral science","51","4",,"623","627",,12,"10.2334/josnusd.51.623",2-s2.0-77949751075
"Martin Bland J., Altman DouglasG.","6507863407;7201380947;","STATISTICAL METHODS FOR ASSESSING AGREEMENT BETWEEN TWO METHODS OF CLINICAL MEASUREMENT",1986,"The Lancet","327","8476",,"307","310",,34429,"10.1016/S0140-6736(86)90837-8",2-s2.0-84908219488
"Rankin G., Stokes M.","7101614834;56230424500;","Reliability of assessment tools in rehabilitation: An illustration of appropriate statistical analyses",1998,"Clinical Rehabilitation","12","3",,"187","199",,615,"10.1191/026921598672178340",2-s2.0-0031849485
"Nelson S.J.","","Wheeler's dental anatomy, physiology and occlusion",2017,"Wheeler's Dental Anatomy, Physiology and Occlusion",,,,"","",,97,,2-s2.0-84896516515
"Efeoglu N., Wood D., Efeoglu C.","8522089500;57208540189;8522089400;","Microcomputerised tomography evaluation of 10% carbamide peroxide applied to enamel",2005,"Journal of Dentistry","33","7",,"561","567",,82,"10.1016/j.jdent.2004.12.001",2-s2.0-21844477630
"Elliott J.C., Bromage T.G., Anderson P., Davis G., Dover S.D.","","Application of X-ray microtomography to the study of dental hard tissues",1989,"Enamel V",,,,"429","433",,11,,2-s2.0-0342543974
"Fearne J., Anderson P., Davis G.R.","6601927697;7404425337;7404344190;","3D X-ray microscopic study of the extent of variations in enamel density in first permanent molars with idiopathic enamel hypomineralisation",2004,"British Dental Journal","196","10",,"634","638",,70,"10.1038/sj.bdj.4811282",2-s2.0-2942538605
"Huang T.T.Y., Jones A.S., He L.H., Darendeliler M.A., Swain M.V.","19639871500;55229175700;26649443700;7003378098;7201800664;","Characterisation of enamel white spot lesions using X-ray micro-tomography",2007,"Journal of Dentistry","35","9",,"737","743",,67,"10.1016/j.jdent.2007.06.001",2-s2.0-34548143360
"Wong F.S.L., Anderson P., Fan H., Davis G.R.","7201409795;7404425337;34467596900;7404344190;","X-ray microtomographic study of mineral concentration distribution in deciduous enamel",2004,"Archives of Oral Biology","49","11",,"937","944",,54,"10.1016/j.archoralbio.2004.05.011",2-s2.0-4444278672
"Nicolella D.P., Bredbenner T.L.","35581464400;7801648154;","Development of a parametric finite element model of the proximal femur using statistical shape and density modelling",2012,"Computer Methods in Biomechanics and Biomedical Engineering","15","2",,"101","110",,28,"10.1080/10255842.2010.515984",2-s2.0-84859341099
"Spoor C.F., Zonneveld F.W., Macho G.A.","6701714814;7004905270;7003284673;","Linear measurements of cortical bone and dental enamel by computed tomography: Applications and problems",1993,"American Journal of Physical Anthropology","91","4",,"469","484",,295,"10.1002/ajpa.1330910405",2-s2.0-0027162186
"Oi T., Saka H., Ide Y.","7004986150;7102063781;23004579100;","Three-dimensional observation of pulp cavities in the maxillary first premolar tooth using micro-CT",2004,"International Endodontic Journal","37","1",,"46","51",,67,"10.1111/j.1365-2591.2004.00757.x",2-s2.0-0842333856
"Star H., Thevissen P., Jacobs R., Fieuws S., Solheim T., Willems G.","39863703800;13407275300;7401996584;6603226166;7003386674;7102007238;","Human Dental Age Estimation by Calculation of Pulp-Tooth Volume Ratios Yielded on Clinically Acquired Cone Beam Computed Tomography Images of Monoradicular Teeth",2011,"Journal of Forensic Sciences","56","SUPPL. 1",,"S77","S82",,73,"10.1111/j.1556-4029.2010.01633.x",2-s2.0-78650731372
"Yang F., Jacobs R., Willems G.","55238764200;7401996584;7102007238;","Dental age estimation through volume matching of teeth imaged by cone-beam CT",2006,"Forensic Science International","159","1",,"S78","S83",,100,"10.1016/j.forsciint.2006.02.031",2-s2.0-33645960436
"Liu Y., Olszewski R., Alexandroni E.S., Enciso R., Xu T., Mah J.K.","56049995200;21234265600;8370093700;6603699491;7401626854;7006639425;","The validity of in vivo tooth volume determinations from cone-beam computed tomography",2010,"Angle Orthodontist","80","1",,"160","166",,43,"10.2319/121608-639.1",2-s2.0-70449346186
