Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Terral J.-F., Arnold-Simard G.","6603580109;6508060968;","Beginnings of olive cultivation in Eastern Spain in relation to Holocene bioclimatic changes",1996,"Quaternary Research","46","2",,"176","185",,86,"10.1006/qres.1996.0057",2-s2.0-0030437163
"Terral J.-F.","6603580109;","Beginnings of olive domestication (Olea europaea) in North-western Mediterranean areas shown by morphometric analyses applied on archaeological charcoal [Debuts de la domestication de l'olivier (Olea europaea L.) en Mediterranee nord-occidentale, mise en evidence par l'analyse morphometrique appliquee a du materiel anthracologique]",1997,"Comptes Rendus - Academie des Sciences, Serie II: Sciences de la Terre et des Planetes","324","5",,"417","425",,14,,2-s2.0-0031474690
"Terral J.-F.","","La morphométrie à la recherche des origines de la culture et de la domestication des arbres fruitiers: le modèle de l'olivier en Méditerranée nord-occidentale",1999,"Revue d'Archéométrie","23",,,"101","126",,3,,2-s2.0-34447124521
"Terral J.-F., Mengüal X.","6603580109;55755782100;","Reconstruction of Holocene climate in southern France and eastern Spain using quantitative anatomy of olive wood and archaeological charcoal",1999,"Palaeogeography, Palaeoclimatology, Palaeoecology","153","1-4",,"71","92",,46,"10.1016/S0031-0182(99)00079-6",2-s2.0-0344980332
"Terral J.-F.","6603580109;","Exploitation and management of the olive tree during prehistoric times in Mediterranean France and Spain",2000,"Journal of Archaeological Science","27","2",,"127","133",,44,"10.1006/jasc.1999.0444",2-s2.0-0034074615
"Terral J.-F.","","Quantitative anatomical criteria for discriminating wild grapevine (Vitis vinifera ssp. sylvestris) from cultivated vines (Vitis vinifera ssp. vinifera)",2002,"BAR International Series, 1063","1063",,,"59","64",,9,,2-s2.0-33747243134
"Terral J.-F., Badal E., Heinz C., Roiron P., Thiebault S., Figueiral I.","6603580109;6506999430;7005378201;6603177487;57193317025;6603067806;","A hydraulic conductivity model points to post-neocene survival of the Mediterranean olive",2004,"Ecology","85","11",,"3158","3165",,22,"10.1890/03-3081",2-s2.0-9344257870
"Terral J.-F., Durand A.","6603580109;12752423600;","Bio-archaeological evidence of olive tree (Olea europaea L.) irrigation during the Middle Ages in Southern France and North Eastern Spain",2006,"Journal of Archaeological Science","33","5",,"718","724",,20,"10.1016/j.jas.2005.10.004",2-s2.0-33644541477
"Terral J.F., Tabard E., Bouby L., Ivorra S., Pastor T., Figueiral I., Picq S., Chevance J.B., Jung C., Fabre L., Tardy C., Compan M., Bacilieri R., Lacombe T., This P.","6603580109;36092051300;6602374494;14828273200;36128801200;6603067806;36091924200;36090768000;36128501700;7007048195;56662953100;36090825000;6603491440;23485802300;55780314900;","Evolution and history of grapevine (Vitis vinifera) under domestication: new morphometric perspectives to understand seed domestication syndrome and reveal origins of ancient European cultivars.",2010,"Annals of botany","105","3",,"443","455",,128,"10.1093/aob/mcp298",2-s2.0-77952960951
"Terral J.-F., Bouby L.","","Domestication de la vigne (Vitis vinifera L.) et origines de cépages en France: apport de l’archéobiologie",2013,"Food & History","11","2",,"11","25",,2,,2-s2.0-85046565098
[No author name available],[No author id available],[No title available],0000,,,,,"","",,1,,2-s2.0-85054767796
"This P., Lacombe T., Thomas M.R.","55780314900;23485802300;7404754118;","Historical origins and genetic diversity of wine grapes",2006,"Trends in Genetics","22","9",,"511","519",,417,"10.1016/j.tig.2006.07.008",2-s2.0-33747209106
"Zimmermann M.H.","",[No title available],1983,"Xylem Structure and the Ascent of Sap",,,,"","",,1717,,2-s2.0-0003758814
"Zobel B.J., Van Buijtenen J.P.","","Wood variation: Its causes and control",1989,"Wood Variation: Its Causes and Control",,,,"363","",,1065,,2-s2.0-0003732891
"Zohary D.","","The domestication of the grapevine Vitis vinifera L. in the Near East",1995,"The Origins and Ancient History of Wine",,,,"23","30",,53,,2-s2.0-0009304232
