Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,EID
"Bellwood P., Dizon E.","","The Batanes archaeological project and the ""out of Taiwan"" hypothesis for Austronesian dispersal",2005,"Journal of Austronesian Studies","1","1",,"1","33",,51,,2-s2.0-33846350064
"Beyer H.O.","","Outline review of Philippine archaeology by islands and provinces",1947,"Philippine Journal of Science","77","3-4",,"205","374",,30,,2-s2.0-2342659798
"Blumentritt F.","",[No title available],1900,"The Philippines. a Summary Account of their Ethnographical, Historical and Political Conditions",,,,"","",,1,,2-s2.0-84890040705
"Bouée S., Détroit F.","","Diversité taxonomique des hominides fossiles en Asie: De nouvelles méthodes pour une vieille question",2008,"Bull Mem Soc Anthropol Paris","20",,,"13","31",,3,,2-s2.0-77956073679
"Bouee S., Detroit F.","55880530300;6504774261;","Use of geometric morphometric data for a phylogenetic classification, application to the origin of Homo sapiens in Asia [Morphométrie géométrique et classification phylogénétique, application à la question de l'origine d'Homo sapiens en Asie]",2010,"Bulletins et Memoires de la Societe d'Anthropologie de Paris","22","3-4",,"172","184",,1,"10.1007/s13219-010-0018-7",2-s2.0-84873247764
"Bowler J.M., Johnston H., Olley J.M., Prescott J.R., Roberts R.G., Shawcross W., Spooner N.A.","24438914900;7102624140;7005401169;7102196842;7404281684;57190925341;7005922148;","New ages for human occupation and climatic change at Lake Mungo, Australia",2003,"Nature","421","6925",,"837","840",,447,"10.1038/nature01383",2-s2.0-0037456388
"Brothwell D.R.","","Upper Pleistocene human skull from Niah Caves, Sarawak",1960,"Sarawak Museum Journal","9","15-16",,"323","349",,73,,2-s2.0-0002743628
"Brown P.","57196954826;","Australian Pleistocene variation and the sex of Lake Mungo 3",2000,"Journal of Human Evolution","38","5",,"743","749",,19,"10.1006/jhev.1999.0400",2-s2.0-0034181504
"Brown P., Sutikna T., Morwood M.J., Soejono R.P., Jatmiko, Saptomo E.W., Due R.A.","57196954826;8394220200;6603099496;6507060423;23024532200;8981183000;6603592395;","A new small-bodied hominin from the Late Pleistocene of Flores, Indonesia",2004,"Nature","431","7012",,"1055","1061",,531,"10.1038/nature02999",2-s2.0-7744243968
"Claude J.","","Morphometrics with R",2008,"Morphometrics with R",,,,"","",,263,,2-s2.0-67349169356
"Corny J.","","Les restes humains de la grotte de Tabon (Palawan, Philippines): Répartition spatiale et étude d'une collection d'ossements inédite",2008,"Les Restes Humains De La Grotte De Tabon (Palawan, Philippines): Répartition Spatiale Et Étude D'une Collection D'ossements Inédite",,,,"","",,5,,2-s2.0-84889751065
"Corny J., Détroit F.","","Les ossements humains de la grotte de Tabon (Palawan, Philippines): Répartition spatiale et étude d'une collection d'ossements inédite",2010,"Annali dell'Università di Ferrara Museologia Scientifica e Naturalistica","6",,,"77","84",,3,,2-s2.0-84991989599
"Curnoe D., Xueping J., Herries A.I.R., Kanning B., Taçon P.S.C., Zhende B., Fink D., Yunsheng Z., Hellstrom J., Yun L., Cassis G., Bing S., Wroe S., Shi H., Parr W.C.H., Shengmin H., Rogers N.","6602541175;15828665300;6507251186;55090687200;55919228000;55091170100;8602002800;55090890200;7004172693;55089461500;6603956493;55094550700;35726136500;7402623590;36697025000;55091170200;56973564600;","Human remains from the pleistocene-holocene transition of Southwest China suggest a complex evolutionary history for East Asians",2012,"PLoS ONE","7","3", e31918,"","",,42,"10.1371/journal.pone.0031918",2-s2.0-84858178764
"Delfin F., Salvador J.M., Calacal G.C., Perdigon H.B., Tabbada K.A., Villamor L.P., Halos S.C., Gunnarsdóttir E., Myles S., Hughes D.A., Xu S., Jin L., Lao O., Kayser M., Hurles M.E., Stoneking M., De Ungria M.C.A.","6603277199;7101616971;7801425069;35345648000;8586097700;35081328800;6603273032;6505968257;57207592789;57192192459;35270681200;36815180100;56001576300;26643477000;6603410789;7005947824;6602253073;","The Y-chromosome landscape of the Philippines: Extensive heterogeneity and varying genetic affinities of Negrito and non-Negrito groups",2011,"European Journal of Human Genetics","19","2",,"224","230",,50,"10.1038/ejhg.2010.162",2-s2.0-78651382473
"Détroit F., Dizon E., Falguères C., Hameau S., Ronquillo W., Sémah F.","6504774261;23391946100;7004150340;6602322834;6504755039;7003586205;","Upper Pleistocene Homo sapiens from the Tabon cave (Palawan, The Philippines): Description and dating of new discoveries",2004,"Comptes Rendus - Palevol","3","8",,"705","712",,69,"10.1016/j.crpv.2004.06.004",2-s2.0-10944271020
"de Vos J., Bautista A.","","Preliminary notes on the vertebrate fossils from the Philippines",2003,"Proceedings of the Society of Philippine Archaeologists","1",,,"42","62",,11,,2-s2.0-70449518227
"De Vos J., van den Hoek Ostende L.W., van den Bergh G.D.","","Patterns in insular evolution of mammals: a key to island palaeogeography",2007,"Biogeography, Time, and Place: Distributions, Barriers, and Islands",,,,"315","345",,33,,2-s2.0-67649090727
"Dizon E., Détroit F., Sémah F., Falguères C., Hameau S., Ronquillo W., Cabanis E.","","Notes on the morphology and age of the Tabon Cave fossil Homo sapiens",2002,"Current Anthropology","43","4",,"660","666",,42,,2-s2.0-85045157157
"Dizon E.Z., Pawlik A.F.","23391946100;26635742800;","The lower Palaeolithic record in the Philippines",2010,"Quaternary International","223-224",,,"444","450",,17,"10.1016/j.quaint.2009.10.002",2-s2.0-77956057761
"Dryden I.","",[No title available],2012,"Shapes Package. Vienna",,,,"","",,1,,2-s2.0-84890093899
"Eder J.","","Portrait of a dying society: Contemporary demographic conditions among the Batak of Palawan",1977,"Philipp. Q. Cult. Soc","5",,,"12","20",,3,,2-s2.0-84890036438
"Flower W.H.","","On the osteology and affinities of the natives of the Andaman Islands",1880,"Journal of the Anthropological Institute","9",,,"108","135",,11,,2-s2.0-0343864651
"Fox R.B.","",[No title available],1962,"First Progress Report of Excavation In the Alfonso XIII Caves, Palawan",,,,"","",,3,,2-s2.0-84890083064
"Fox R.B.","","The Tabon Caves",1970,"The Tabon Caves",,,,"","",,51,,2-s2.0-0004135645
"Fox R.B.","",[No title available],1971,"Ancient Man and Pleistocene Fauna In Cagayan Valley, Northern Luzon, Philippines",,,,"","",,2,,2-s2.0-84890053630
"Fox R.B.","","The Philippine Palaeolithic",1973,"Paper Presented At the Conference On the Early Palaeolithic of East Asia",,,,"","",,1,,2-s2.0-85026464724
"Fox R.B., Peralta J.","","Preliminary report on the Palaeolithic archaeology of Cagayan valley, Philippines, and the Cabalwanian industry",1974,"Proceedings of the first regional seminar on Southeast Asian Prehistory and Archaeology, June 26-July 4, 1972, Manila",,,,"100","147",,14,,2-s2.0-84858620456
"Gilbertson D., Bird M., Hunt C., McLaren S., Banda R.M., Pyatt B., Rose J., Stephens M.","7004660494;7102578362;7201450822;7006430993;6602243204;8652910100;16064302000;7201574994;","Past human activity and geomorphological change in a Guano-rich tropical cave mouth: Initial interpretations of the late Quaternary succession in the Great Cave of Niah, Sarawak",2005,"Asian Perspectives","44","1",,"16","41",,33,,2-s2.0-24344506082
"Gillespie R., Roberts R.G.","7102158492;7404281684;","On the reliability of age estimates for human remains at Lake Mungo",2000,"Journal of Human Evolution","38","5",,"727","732",,43,"10.1006/jhev.1999.0398",2-s2.0-0034183168
"Griffin P.B., Estioko-Griffin A.","",[No title available],1985,"The Agta of Northeastern Luzon: Recent Studies",,,,"","",,17,,2-s2.0-0039383564
"Gunnarsdo E.D., Li M., Bauchet M., Finstermeier K., Stoneking M.","36801553200;36342564500;16244202800;21739407800;7005947824;","High-throughput sequencing of complete human mtDNA genomes from the Philippines",2011,"Genome Research","21","1",,"1","11",,87,"10.1101/gr.107615.110",2-s2.0-78651520721
"Hamy E.T.","","Les Négritos à Bornéo",1876,"Bull. Soc. Anthropol. Paris (2nd Ser.)","11",,,"113","",,2,,2-s2.0-84995276944
"Harrisson T.","","New archaeological and ethnological results from Niah Caves, Sarawak",1959,"Man","59",,,"1","8",,38,,2-s2.0-0141586754
"Harvati K.","15843691500;","The Neanderthal taxonomic position: Models of intra- and inter-specific craniofacial variation",2003,"Journal of Human Evolution","44","1",,"107","132",,77,"10.1016/S0047-2484(02)00208-7",2-s2.0-0037226157
"Harvati K., Frost S.R., McNulty K.P.","57203032637;7102366517;7004717904;","Neanderthal taxonomy reconsidered: Implications of 3D primate models of intra- and interspecific differences",2004,"Proceedings of the National Academy of Sciences of the United States of America","101","5",,"1147","1152",,123,"10.1073/pnas.0308085100",2-s2.0-0842299590
"Heaney L.R.","","A synopsis of the mammalian fauna of the Philippine Islands",1998,"Fieldiana: Zoology","88",,,"1","61",,121,,2-s2.0-0001411901
"Heaney L.R., Piper P.J., Mijares A.S.B.","7005321781;15849018500;35574282200;","The first fossil record of endemic murid rodents from the Philippines: A late Pleistocene cave fauna from northern Luzon",2011,"Proceedings of the Biological Society of Washington","124","3",,"234","247",,11,"10.2988/10-32.1",2-s2.0-80053996305
"Hill C., Soares P., Mormina M., Macaulay V., Meehan W., Blackburn J., Clarke D., Raja J.M., Ismail P., Bulbeck D., Oppenheimer S., Richards M.","57198400466;15061713600;15061957800;7006609633;57213530614;57213280434;7403502909;8891930900;13405860000;8891931300;7101653217;7402054812;","Phylogeography and ethnogenesis of aboriginal Southeast Asians",2006,"Molecular Biology and Evolution","23","12",,"2480","2491",,109,"10.1093/molbev/msl124",2-s2.0-33750933354
"Hung H.C., Carson M.T., Bellwood P., Campos F.Z., Piper P.J., Dizon E., Bolunia M.J.L.A., Oxenham M., Chi Z.","23392653900;7102657238;6602236565;36094053800;15849018500;23391946100;48760934200;8264446500;36088920200;","The first settlement of remote oceania: The Philippines to the Marianas",2011,"Antiquity","85","329",,"909","926",,72,"10.1017/S0003598X00068393",2-s2.0-80052121957
"Hung H.-C., Iizuka Y., Bellwood P., Kim D.N., Bellina B., Silapanth P., Dizon E., Santiago R., Datan I., Manton J.H.","23392653900;7101729099;6602236565;23392788700;23391910900;23393929800;23391946100;23393531800;15847899500;7003693120;","Ancient jades map 3,000 years of prehistoric exchange in Southeast Asia",2007,"Proceedings of the National Academy of Sciences of the United States of America","104","50",,"19745","19750",,67,"10.1073/pnas.0707304104",2-s2.0-38049148295
[No author name available],[No author id available],[No title available],2007,"Landmark 3.0",,,,"","",,1,,2-s2.0-84890038473
"Jago-On S.C.B.","","Analysis of the Lithic materials recovered during the 2000-2001 archaeological excavations of Tabon Cave, Palawan Island, Philippines",2007,"Proc. Soc. Philipp. Archaeol","5",,,"24","34",,5,,2-s2.0-84883416078
"Jungers W.L., Harcourt-Smith W.E.H., Wunderlich R.E., Tocheri M.W., Larson S.G., Sutikna T., Due R.A., Morwood M.J.","7003589500;16041929000;7006154806;9433025300;7202795393;8394220200;6603592395;6603099496;","The foot of Homo floresiensis",2009,"Nature","459","7243",,"81","84",,121,"10.1038/nature07989",2-s2.0-65549118172
"Jungers W.L., Larson S.G., Harcourt-Smith W., Morwood M.J., Sutikna T., Due Awe R., Djubiantono T.","7003589500;7202795393;16041929000;6603099496;8394220200;24166354300;18041582200;","Descriptions of the lower limb skeleton of Homo floresiensis",2009,"Journal of Human Evolution","57","5",,"538","554",,87,"10.1016/j.jhevol.2008.08.014",2-s2.0-70449086255
"Kennedy K.A.R.","","The deep skull of Niah: An assessment of twenty years of speculation concerning its evolutionary significance",1977,"Asian Perspectives","20","1",,"32","50",,31,,2-s2.0-10944230594
"Kneeland S.","23083162900;","The Negritos of Luzon",1883,"Science","1","15",,"415","417",,1,,2-s2.0-37049193129
"Lewis H.","35574048800;","Preliminary soil micromorphology studies of landscape and occupation history at Tabon Cave, Palawan, Philippines",2007,"Geoarchaeology","22","7",,"685","708",,14,"10.1002/gea.20182",2-s2.0-34948875196
"Lewis H., Johnson K., Ronquillo W.","","Preliminary results of speleothem dating from Tabon Cave, Palawan, Philippines: Moisture increase at the last glacial maximum",2007,"Hukay","12",,,"35","50",,6,,2-s2.0-84883435716
"Lewis H., Paz V., Lara M., Barton H., Piper P., Ochoa J., Vitales T., Carlos A.J., Higham T., Neri L., Hernandez V., Stevenson J., Robles E.C., Ragragio A., Padilla R., Solheim II W., Ronquillo W.","35574048800;15848946300;8558087800;56275123500;15849018500;24315356400;24400225500;24398174200;7003799879;56624133600;36939320000;9338291400;24399752300;57213521825;35836220300;6505450114;6504755039;","Terminal Pleistocene to mid-Holocene occupation and an early cremation burial at Ille Cave, Palawan, Philippines",2008,"Antiquity","82","316",,"318","335",,49,"10.1017/S0003598X00096836",2-s2.0-45049083841
"Lopez S.M.","",[No title available],1972,"Contributions to The Pleistocene Geology of Cagayan Valley, Philippines I",,,,"","",,1,,2-s2.0-85026439500
"Manalo K.","",[No title available],2011,"Preliminary Identification of Cutmarks Morphology On Animal Bones. Methods and Applications",,,,"","",,4,,2-s2.0-84890106532
"MATHISEN M.E., VONDRA C.F.","6602413521;6505822023;","The fluvial and pyroclastic deposits of the Cagayan Basin, Northern Luzon, Philippines—an example of non‐marine volcaniclastic sedimentation in an interarc basin",1983,"Sedimentology","30","3",,"369","392",,49,"10.1111/j.1365-3091.1983.tb00678.x",2-s2.0-0020700224
"Meyer A.B.","",[No title available],1899,"The Distribution of Negritos in the Philippine Islands and Elsewhere",,,,"67","87",,7,,2-s2.0-84859318120
"Migliano A.B., Vinicius L., Lahr M.M.","23393347700;8927926800;6603894491;","Life history trade-offs explain the evolution of human pygmies",2007,"Proceedings of the National Academy of Sciences of the United States of America","104","51",,"20216","20219",,151,"10.1073/pnas.0708024105",2-s2.0-38049161801
"Migliano A.B., Vinicius L., Lahr M.M.","23393347700;8927926800;6603894491;","Why are pygmies so short? A defense of Migliano's hypothesis",2010,"Human Biology","82","1",,"109","113",,10,"10.3378/027.082.0107",2-s2.0-77953001825
"Mijares A.","","The archaeology of Peñablanca Cave sites, Northern Luzon, Philippines",2005,"Journal of Austronesian Studies","1","2",,"65","93",,15,,2-s2.0-75949110601
"Mijares A.S.B.","","The early Austronesian migration to Luzon: Perspectives from the Peñablanca cave sites",2006,"Indo-Pac. Prehist. Assoc. Bull","26",,,"72","78",,11,,2-s2.0-80054931884
"Mijares A.S.B.","","Unearthing Prehistory: The Archaeology of Northeastern Luzon, Philippine Islands",2007,"BAR International Series 1613",,,,"","",,17,,2-s2.0-52449110036
"Mijares A.S., Détroit F., Piper P., Grün R., Bellwood P., Aubert M., Champion G., Cuevas N., De Leon A., Dizon E.","35574282200;6504774261;15849018500;7005143323;6602236565;16028043000;36183137700;57215765473;36183220200;23391946100;","New evidence for a 67,000-year-old human presence at Callao Cave, Luzon, Philippines",2010,"Journal of Human Evolution","59","1",,"123","132",,148,"10.1016/j.jhevol.2010.04.008",2-s2.0-77954218799
"Montano J.","",[No title available],1886,"Voyage Aux Philippines et en Malaisie",,,,"","",,4,,2-s2.0-84875275064
"O'Connell J.F., Allen J.","7202443633;55477883800;","Dating the colonization of Sahul (Pleistocene Australia-New Guinea): A review of recent research",2004,"Journal of Archaeological Science","31","6",,"835","853",,279,"10.1016/j.jas.2003.11.005",2-s2.0-1942424250
"Patole-Edoumba E.","","A typo-technological definition of Tabonian industries",2009,"Asian Perspectives","29",,,"21","25",,8,,2-s2.0-84889695941
"Patole-Edoumba E., Pawlik A.F., Mijares A.S.","35230968900;26635742800;35574282200;","Evolution of prehistoric lithic industries of the Philippines during the Pleistocene",2012,"Comptes Rendus - Palevol","11","2-3",,"213","230",,13,"10.1016/j.crpv.2011.07.005",2-s2.0-84858616104
"Pawlik A.F., Ronquillo W.P.","","The Palaeolithic in the Philippines",2003,"Lithic Technology","28","2",,"79","93",,21,,2-s2.0-33845488058
"Perry G.H., Dominy N.J.","26326494700;6603936273;","Evolution of the human pygmy phenotype",2009,"Trends in Ecology and Evolution","24","4",,"218","225",,110,"10.1016/j.tree.2008.11.008",2-s2.0-62849111129
"Pickering C.","","The Races of Man and Their Geographical Distribution",1854,"The Races of Man and Their Geographical Distribution",,,,"","",,31,,2-s2.0-25044447349
"Pycraft W.","","Diagnoses of four species and one sub-species of the genus Homo",1925,"Man","25",,,"162","164",,1,,2-s2.0-84995271783
"de Quatrefages A.","",[No title available],1887,"Les Pygmées",,,,"","",,6,,2-s2.0-84859558873
